74개 기초자치단체 / 인구 10만 명당 진단 수 / 201101~202006 월단위,,,,,,,,
,,,,,,,,
,,,,,,,,
연월,시군구코드,시도,시군구,"폐암
(C34)","만성폐쇄성폐질환
(J44)","하기도감염
(J20-22)","허혈성심질환
(I20-22)","뇌졸중
(I60-64)"
201303,28185,인천광역시,연수구,94.2,134.2,20500.5,412.9,423.2
201303,28200,인천광역시,남동구,155.4,228.6,26150.6,562.1,579.3
201303,28237,인천광역시,부평구,134.7,197.5,22533.6,475.1,616.9
201303,28245,인천광역시,계양구,128.9,165.5,19495.6,520.6,516.6
201303,28260,인천광역시,서구,92,149,27585.2,414.1,461.4
201303,28710,인천광역시,강화군,247.2,585.9,13685.5,1129.8,1110.4
201303,28720,인천광역시,옹진군,198.1,347.9,11102.5,831,739.2
201303,29110,광주광역시,동구,243.7,544.6,18516.5,1560.9,900.8
201303,29140,광주광역시,서구,133.5,233.1,23302.4,863.4,568.1
201303,29155,광주광역시,남구,192.8,356.1,20621.1,1052,715.8
201303,29170,광주광역시,북구,147.7,267.8,20648.5,1000.7,621.1
201303,29200,광주광역시,광산구,133.9,166.2,25228.1,546.2,480.8
201303,30110,대전광역시,동구,152.8,245,26346,829.4,825.4
201303,30140,대전광역시,중구,201.6,204.6,23452.2,755.7,856.5
201303,30170,대전광역시,서구,132.5,152.7,25733.9,564.8,612.9
201303,30200,대전광역시,유성구,101,117.8,26151.4,409.9,409.9
201303,30230,대전광역시,대덕구,137.5,217.8,29837.5,665.5,629.3
201303,31110,울산광역시,중구,115.5,225.9,21596.5,642.8,750.6
201303,31140,울산광역시,남구,122.9,127.8,22303.4,509.4,633.1
201303,31170,울산광역시,동구,104.8,201.7,29452.9,387.2,471.8
201303,31200,울산광역시,북구,109.9,162.6,32779.6,350.6,483.1
201303,31710,울산광역시,울주군,185.5,238.7,23520.7,637.9,701.7
201304,11110,서울특별시,종로구,189.3,150.6,18313.2,815.3,803.4
201304,11140,서울특별시,중구,201.6,235.3,17725.8,858.5,891.4
201304,11170,서울특별시,용산구,152.7,186.5,17970.7,660.7,635.7
201304,11200,서울특별시,성동구,189.4,224.8,21404,644.4,694.9
201304,11215,서울특별시,광진구,168.6,188.9,23737.5,505.2,560.3
201304,11230,서울특별시,동대문구,150.2,272,20463.8,828.8,787.9
201304,11260,서울특별시,중랑구,138.9,218.3,19520.5,598.9,746.2
201304,11290,서울특별시,성북구,164.5,210,22236.8,833.6,708.4
201304,11305,서울특별시,강북구,161.8,327.7,20908,789.8,789.2
201304,11320,서울특별시,도봉구,186.6,201.3,19280.7,677.1,710.9
201304,11350,서울특별시,노원구,128,193.7,23184.9,603.6,614.8
201304,11380,서울특별시,은평구,186,199.5,22971.6,635.7,632
201304,11410,서울특별시,서대문구,182.4,233,17936.7,768.2,803.9
201304,11440,서울특별시,마포구,168.4,211.3,22243.2,616.2,625.4
201304,11470,서울특별시,양천구,149.8,178.9,19438.7,624.9,553.1
201304,11500,서울특별시,강서구,146.9,144.1,22241.4,566.5,595.5
201304,11530,서울특별시,구로구,186.8,216.7,24679,678.9,665.7
201304,11545,서울특별시,금천구,195.8,174.3,20191.7,724.4,780.8
201304,11560,서울특별시,영등포구,177,245.6,20970.5,753.5,780.1
201304,11590,서울특별시,동작구,172.8,183.3,17973.8,605.6,622.2
201304,11620,서울특별시,관악구,139.6,211.6,19004,557.9,652.9
201304,11650,서울특별시,서초구,181.5,125.9,17190.9,535.6,569.3
201304,11680,서울특별시,강남구,145.3,155.4,16540.7,463.1,480.7
201304,11710,서울특별시,송파구,143.6,136.9,19710.4,429.8,533.5
201304,11740,서울특별시,강동구,173.8,136.5,16912.4,559.2,664.3
201304,26110,부산광역시,중구,217.6,268.2,22241,1569.3,1210.3
201304,26140,부산광역시,서구,213.8,358.6,18434.5,1242.6,1305.7
201304,26170,부산광역시,동구,198.9,298.9,17866.7,1438.4,1485.2
201304,26200,부산광역시,영도구,225.3,416.7,20814.2,1304,1139.8
201304,26230,부산광역시,부산진구,189.1,223.7,22656.7,1074.8,1007.5
201304,26260,부산광역시,동래구,178.5,161.6,22684.3,1371.2,919.4
201304,26290,부산광역시,남구,186.1,223.8,23075,1172.8,1094.4
201304,26320,부산광역시,북구,164.7,144.6,21911.5,845,802.7
201304,26350,부산광역시,해운대구,153,365,20733.4,1003.9,799
201304,26380,부산광역시,사하구,151.2,263.8,22026,877.7,912
201304,26410,부산광역시,금정구,133.7,244.2,18659.2,1133.6,964.8
201304,26440,부산광역시,강서구,227.6,346.3,23070.4,1345.3,1041.9
201304,26470,부산광역시,연제구,171.1,332.1,18320.5,1442,1045
201304,26500,부산광역시,수영구,188.5,299.3,18299.5,1516.3,1005.2
201304,26530,부산광역시,사상구,174.6,200.6,22255.9,764.6,917.4
201304,26710,부산광역시,기장군,161.5,178.9,31517.6,880,690.5
201304,27110,대구광역시,중구,178.4,409.2,17347.8,1169.9,1374.5
201304,27140,대구광역시,동구,217.9,287.7,20795.1,914.2,1237.9
201304,27170,대구광역시,서구,181.1,331.9,21861.3,891.8,1231.7
201304,27200,대구광역시,남구,222.8,353.5,17519.4,984.6,1428.4
201304,27230,대구광역시,북구,188.4,255.9,24584.4,637.5,947.4
201304,27260,대구광역시,수성구,131.5,229.9,19180.5,727.3,900.4
201304,27290,대구광역시,달서구,136.1,179.1,23130,592.6,878
201304,27710,대구광역시,달성군,188.2,388.9,29687.3,603.7,1064.8
201304,28110,인천광역시,중구,120.6,348,25173,594.8,811
201304,28140,인천광역시,동구,257,900.2,25290,659.2,1108
201304,28170,인천광역시,남구,227.1,297.1,23180.2,665.2,759.5
201304,28185,인천광역시,연수구,99.6,131.5,20598.4,421.6,479.2
201304,28200,인천광역시,남동구,145.2,200,27729.4,577.7,613.2
201304,28237,인천광역시,부평구,135.7,189.2,22797,517.1,659.3
201304,28245,인천광역시,계양구,152.1,158.8,19857.7,533.1,533.7
201304,28260,인천광역시,서구,107.7,153.5,27677.2,440.2,474.3
201304,28710,인천광역시,강화군,262.2,527.5,13216.5,1191.3,1138.8
201304,28720,인천광역시,옹진군,222.2,401,11059,908.3,782.7
201304,29110,광주광역시,동구,244.6,514.5,17418.7,1651.2,946.5
201304,29140,광주광역시,서구,124.7,226.8,23388.7,806,620.1
201304,29155,광주광역시,남구,192.4,352.8,21057.6,1080.2,730.2
201304,29170,광주광역시,북구,158.9,245.3,21275.9,1047.4,659.1
201304,29200,광주광역시,광산구,125,185.3,25744.8,594.6,545.2
201304,30110,대전광역시,동구,173.5,220.2,27248.4,912.4,908
201304,30140,대전광역시,중구,243.5,211,24041.9,800.3,878
201304,30170,대전광역시,서구,159.3,144.3,25921.1,578.3,611.3
201304,30200,대전광역시,유성구,97.5,121.7,25743.7,473.3,453.9
201304,30230,대전광역시,대덕구,118.9,219.7,30366.5,705.6,687
201304,31110,울산광역시,중구,131.7,209.7,20152,648.3,770.7
201304,31140,울산광역시,남구,158.4,133.5,21337.1,487.9,623.7
201304,31170,울산광역시,동구,139,207.9,27599.3,374.9,516.1
201304,31200,울산광역시,북구,101.8,135.7,30237.2,366.2,488.4
201304,31710,울산광역시,울주군,175.4,230.5,21026.5,699.7,755.8
201305,11110,서울특별시,종로구,203,179.9,14689.8,805.3,839.6
201305,11140,서울특별시,중구,209.3,268.3,15010.9,853.1,946.6
201305,11170,서울특별시,용산구,153.1,215.7,14288.8,641.1,660.3
201305,11200,서울특별시,성동구,171.7,245.2,17266.8,658.8,676.5
201305,11215,서울특별시,광진구,190.8,168.3,19187.3,518.3,534.3
201305,11230,서울특별시,동대문구,161.1,280,16567.5,850.2,810.1
201305,11260,서울특별시,중랑구,155.2,200.3,15765.4,645.9,733.4
201305,11290,서울특별시,성북구,138.3,192.2,17743.6,839.1,711.1
201305,11305,서울특별시,강북구,149.4,312.4,17200.4,790.1,816
201305,11320,서울특별시,도봉구,184.3,201.6,15505.2,701.4,733.7
201305,11350,서울특별시,노원구,124,180.9,20099.6,596.1,633
201305,11380,서울특별시,은평구,190.8,160.8,18993,641.7,619.3
201305,11410,서울특별시,서대문구,193.2,209.5,14196.6,748.8,780.9
201305,11440,서울특별시,마포구,187.8,207.4,17553.2,579,627.7
201305,11470,서울특별시,양천구,136.4,171.8,16357.4,617,579.3
201305,11500,서울특별시,강서구,162,132.3,18306.5,592,581.3
201305,11530,서울특별시,구로구,160.5,184.5,20513.3,679.8,663.1
201305,11545,서울특별시,금천구,173,156,16139.7,660.1,804.9
201305,11560,서울특별시,영등포구,182.7,213.7,17069.6,767.5,755
201305,11590,서울특별시,동작구,142.2,168.9,14454,623.9,633.4
201305,11620,서울특별시,관악구,144.2,185.1,15204.6,572.9,621.2
201305,11650,서울특별시,서초구,181.1,123.1,14266.9,537.6,556.6
201305,11680,서울특별시,강남구,132.7,127.4,13606.3,447.3,486
201305,11710,서울특별시,송파구,155.1,136.6,16184.9,449.7,535
201305,11740,서울특별시,강동구,159.1,137.4,13890.8,599.7,648.4
201305,26110,부산광역시,중구,217.6,270.4,17511.9,1544,1288.4
201305,26140,부산광역시,서구,219.7,326.6,14364.9,1183.7,1217.3
201305,26170,부산광역시,동구,164.6,256.2,13979.6,1466.5,1391.5
201305,26200,부산광역시,영도구,232.7,427,16514.3,1273.8,1102.2
201305,26230,부산광역시,부산진구,153.4,215.8,17910.5,1086.8,999.6
201305,26260,부산광역시,동래구,186.1,159.4,17265.2,1324.6,913.7
201305,26290,부산광역시,남구,182.7,226.5,18219.5,1156.7,1124.2
201305,26320,부산광역시,북구,145.3,143.4,17101.3,849.2,861.1
201305,26350,부산광역시,해운대구,152,298,15939.9,1020.6,798.5
201305,26380,부산광역시,사하구,153.8,255.8,17768.9,851.6,876.5
201305,26410,부산광역시,금정구,166.5,255.6,13987.5,1149.4,997.5
201305,26440,부산광역시,강서구,190.3,304.8,18975.9,1289.5,1094.8
201305,26470,부산광역시,연제구,144.8,308.2,14554.4,1500.3,1004.3
201305,26500,부산광역시,수영구,197,270.7,14449.6,1495.7,1022.3
201305,26530,부산광역시,사상구,192.9,181.1,17028.6,784,927.5
201305,26710,부산광역시,기장군,161.5,181.1,24672.7,916.9,741.1
201305,27110,대구광역시,중구,233.5,402.6,13678.1,1181.7,1420.4
201305,27140,대구광역시,동구,212.9,261.2,16336.1,893.5,1235.3
201305,27170,대구광역시,서구,138.8,305.9,16631.5,903.4,1243.7
201305,27200,대구광역시,남구,254.7,336.6,13526.3,1027.3,1389.2
201305,27230,대구광역시,북구,171.7,240.6,18475.2,703.9,974.9
201305,27260,대구광역시,수성구,141.2,230.6,14805.3,775,884.2
201305,27290,대구광역시,달서구,133.5,187.1,17563.3,578,868.3
201305,27710,대구광역시,달성군,198.5,374.8,24505,621.6,1057.7
201305,28110,인천광역시,중구,174.4,289.5,21149.8,628.2,843.4
201305,28140,인천광역시,동구,229,617.9,20914.1,771,1057.4
201305,28170,인천광역시,남구,208.8,267.9,19146.9,668.3,758
201305,28185,인천광역시,연수구,98.2,144.9,17221.8,426.6,456.9
201305,28200,인천광역시,남동구,138.3,214.2,22991.6,602.5,618.3
201305,28237,인천광역시,부평구,159.1,199.5,19039.3,520.7,658.2
201305,28245,인천광역시,계양구,124.2,154.7,16291.5,537.5,552.6
201305,28260,인천광역시,서구,132.6,141.6,24076.6,432.6,467.9
201305,28710,인천광역시,강화군,253.2,527.5,10703.5,1174.8,1096.9
201305,28720,인천광역시,옹진군,212.6,323.7,8653,961.4,903.5
201305,29110,광주광역시,동구,246.6,483.4,14424.9,1727.9,947.4
201305,29140,광주광역시,서구,150,219.2,19516.6,891.9,633.4
201305,29155,광주광역시,남구,204.9,351.4,17581.2,1190.3,736.2
201305,29170,광주광역시,북구,174.4,267.1,17256.5,1119.9,676.1
201305,29200,광주광역시,광산구,128,183.8,20460.5,580.3,537.6
201305,30110,대전광역시,동구,163.6,211,22775.7,980.2,811.1
201305,30140,대전광역시,중구,243.9,202,19770.3,807.8,884.1
201305,30170,대전광역시,서구,158.9,146.5,21957.2,583.7,632.2
201305,30200,대전광역시,유성구,109.9,132.8,21873.9,453.5,427.4
201305,30230,대전광역시,대덕구,121.8,216.8,24435.8,769.7,712.5
201305,31110,울산광역시,중구,133.8,199.1,15817.9,664.9,732.7
201305,31140,울산광역시,남구,131.5,139.8,17073.1,507.9,652
201305,31170,울산광역시,동구,116.5,183.2,22657.8,379.9,498.7
201305,31200,울산광역시,북구,98.5,144.9,23726.5,350.6,494.4
201305,31710,울산광역시,울주군,153.4,253.5,15953.3,698.8,782.7
201306,11110,서울특별시,종로구,219.3,124.9,10737.2,705.3,766.5
201306,11140,서울특별시,중구,182.4,210,10849.7,738.9,867.7
201306,11170,서울특별시,용산구,139.3,171,9916.2,602.7,626.1
201306,11200,서울특별시,성동구,148.7,202.4,12899.2,599.3,639.4
201306,11215,서울특별시,광진구,147.7,143.9,14760.9,489,512.8
201306,11230,서울특별시,동대문구,163.1,219.1,12959.5,703.6,753.3
201306,11260,서울특별시,중랑구,122.6,187.4,11598.7,559.5,738
201306,11290,서울특별시,성북구,150.2,151.5,13339.8,722.6,680.7
201306,11305,서울특별시,강북구,136.1,247.4,12566.3,695.3,767.3
201306,11320,서울특별시,도봉구,153.4,180.4,11779.5,593.7,663.2
201306,11350,서울특별시,노원구,104.2,153.9,15199,508.6,589.5
201306,11380,서울특별시,은평구,163.8,141.8,14031.7,538.9,567.4
201306,11410,서울특별시,서대문구,159.2,154.1,10307.9,637,740.8
201306,11440,서울특별시,마포구,161.6,170,13494.1,542.4,586.6
201306,11470,서울특별시,양천구,122.6,133,12138.8,550.6,499.3
201306,11500,서울특별시,강서구,150.9,121.1,13864.9,540.5,558.3
201306,11530,서울특별시,구로구,170.1,163.5,14837.7,598.2,586.4
201306,11545,서울특별시,금천구,167.6,149.4,11591.2,648.9,726.5
201306,11560,서울특별시,영등포구,169.2,152.9,12693.8,698.6,742.4
201306,11590,서울특별시,동작구,154.3,144.6,10651.5,550.4,607.6
201306,11620,서울특별시,관악구,137.4,152.7,10928.8,516.4,573.1
201306,11650,서울특별시,서초구,182,117.3,11014.3,475.1,517.2
201306,11680,서울특별시,강남구,130.2,110.9,10280.9,409.9,438.1
201306,11710,서울특별시,송파구,128.1,114,12234.6,385.7,507.8
201306,11740,서울특별시,강동구,152.3,118.3,10116.3,514.1,594.6
201306,26110,부산광역시,중구,219.7,257.7,11145.8,1199.7,1113.1
201306,26140,부산광역시,서구,188.6,247.5,9771.6,1094.4,1218.2
201306,26170,부산광역시,동구,163.5,187.5,9440.6,1251.9,1323.8
201306,26200,부산광역시,영도구,206.9,328.4,10954.5,1088.2,1010.2
201306,26230,부산광역시,부산진구,164.7,209.4,11928,969.6,969.6
201306,26260,부산광역시,동래구,157.2,134.4,11192,1216.5,824
201306,26290,부산광역시,남구,166.6,201.9,12278.5,1035.1,1010.7
201306,26320,부산광역시,북구,128.2,133.7,11322.8,768.4,790.7
201306,26350,부산광역시,해운대구,135.6,250,10961.2,894.6,730.1
201306,26380,부산광역시,사하구,143.5,197.1,11301.6,747,829
201306,26410,부산광역시,금정구,145.9,205.1,8952.9,986.1,888.7
201306,26440,부산광역시,강서구,197.5,279.1,12494.1,1290.9,921.7
201306,26470,부산광역시,연제구,135.2,242.2,9893.9,1215.5,959.4
201306,26500,부산광역시,수영구,179.3,237.6,9631.2,1280.4,924.6
201306,26530,부산광역시,사상구,165.3,170.6,11894.8,681.1,882.5
201306,26710,부산광역시,기장군,194,136.6,18251.9,833.9,656.6
201306,27110,대구광역시,중구,170.5,313.5,10294.3,1037.4,1251.2
201306,27140,대구광역시,동구,186.7,237.3,11007.8,857.5,1170.4
201306,27170,대구광역시,서구,138.3,247,11107.3,823.1,1159.7
201306,27200,대구광역시,남구,207.8,242.1,9507.3,952.7,1320.6
201306,27230,대구광역시,북구,164.5,201.6,13169.3,586,885.3
201306,27260,대구광역시,수성구,128.8,195.9,10473.2,677.4,813.4
201306,27290,대구광역시,달서구,137,166.1,12439.7,539.4,802
201306,27710,대구광역시,달성군,169.2,296.7,17809.9,573.9,954.1
201306,28110,인천광역시,중구,141,224.5,16710,553,780.3
201306,28140,인천광역시,동구,175.8,567.3,15338.3,620.6,978.8
201306,28170,인천광역시,남구,169.2,223.7,13773.6,607.3,663.9
201306,28185,인천광역시,연수구,109.6,116.5,12307.5,418.2,464.2
201306,28200,인천광역시,남동구,134.9,186.4,16599.1,557.2,560.5
201306,28237,인천광역시,부평구,140,166.3,14176.7,456,621.2
201306,28245,인천광역시,계양구,112.9,129.7,11735.4,484,503.8
201306,28260,인천광역시,서구,125.1,136.7,18732.5,398.5,477.1
201306,28710,인천광역시,강화군,238.3,403.1,8339,956,1039.9
201306,28720,인천광역시,옹진군,125.6,347.9,6266.3,874.5,719.9
201306,29110,광주광역시,동구,237.8,355.3,8987,1520.2,869.8
201306,29140,광주광역시,서구,151.6,205.2,12018,804.1,591.2
201306,29155,광주광역시,남구,148.9,319.1,11111.9,1014.1,691.3
201306,29170,광주광역시,북구,155.1,224.5,10609.9,944.1,570.2
201306,29200,광주광역시,광산구,125.7,149.7,12843.3,525.9,496.6
201306,30110,대전광역시,동구,130.9,175.1,16913.4,845.8,764.4
201306,30140,대전광역시,중구,235.2,179.3,13539.9,727.4,793.1
201306,30170,대전광역시,서구,142.9,141.1,15754.7,533,573.4
201306,30200,대전광역시,유성구,144.9,125.5,15597.1,392.4,423.9
201306,30230,대전광역시,대덕구,104.2,162.9,18471.8,618,622.4
201306,31110,울산광역시,중구,133.8,163.3,10702.2,588.2,668.4
201306,31140,울산광역시,남구,107.1,115.7,11705.6,451.5,595.9
201306,31170,울산광역시,동구,130.6,136.7,16664.1,350.8,483.6
201306,31200,울산광역시,북구,130.9,148.1,17788.8,366.7,485.2
201306,31710,울산광역시,울주군,151.9,190.8,11783.1,664.3,727.1
201307,11110,서울특별시,종로구,220.5,162.4,9474,832.8,840.9
201307,11140,서울특별시,중구,191.6,241.4,9691.5,810.2,916
201307,11170,서울특별시,용산구,182.7,203.1,8350.3,689.5,681.2
201307,11200,서울특별시,성동구,213.1,202.8,11102.2,683.8,692.5
201307,11215,서울특별시,광진구,162.4,143.1,12755.1,556.5,630.2
201307,11230,서울특별시,동대문구,169.9,265.7,11129.3,852.1,807.9
201307,11260,서울특별시,중랑구,150.7,191.7,10544.9,619.2,788.6
201307,11290,서울특별시,성북구,171.8,173.5,11195.2,830.5,773.2
201307,11305,서울특별시,강북구,174.5,278.7,11079.2,791.8,899
201307,11320,서울특별시,도봉구,181.8,206.4,9533.4,699.7,784.5
201307,11350,서울특별시,노원구,137.5,171.4,12963.7,611.7,677.1
201307,11380,서울특별시,은평구,193.8,164.6,12480.4,657.4,668.7
201307,11410,서울특별시,서대문구,189.1,200.2,9113.4,775.2,845.6
201307,11440,서울특별시,마포구,184.9,184.9,11012.8,606.8,667
201307,11470,서울특별시,양천구,136.4,164.3,10107.9,616.2,600.2
201307,11500,서울특별시,강서구,182.9,123.4,11840.9,590.6,624.4
201307,11530,서울특별시,구로구,191.1,187.8,12856.4,701.2,716.1
201307,11545,서울특별시,금천구,185.9,158.5,9888.8,771.3,787.5
201307,11560,서울특별시,영등포구,207.5,199.8,10902,786.3,819.5
201307,11590,서울특별시,동작구,150.4,164.3,9213.6,655.5,710.1
201307,11620,서울특별시,관악구,170.6,166.6,9561.1,628.2,660.4
201307,11650,서울특별시,서초구,220.9,127.9,9207.2,559.6,591.5
201307,11680,서울특별시,강남구,165.7,142.5,8829.1,475,525
201307,11710,서울특별시,송파구,163.5,132.3,10316.3,461.2,560.1
201307,11740,서울특별시,강동구,186.8,141.1,8485.5,572.6,663
201307,26110,부산광역시,중구,164.7,289.4,7983.9,1480.6,1320.1
201307,26140,부산광역시,서구,231.5,255.1,7625.7,1187,1328.5
201307,26170,부산광역시,동구,176,289.6,7276.2,1392.5,1475.9
201307,26200,부산광역시,영도구,207.6,357.1,8828.9,1400.4,1111.8
201307,26230,부산광역시,부산진구,199.4,207.6,9735.6,1073.5,1014.7
201307,26260,부산광역시,동래구,194.8,149.3,8908.6,1325.3,964.6
201307,26290,부산광역시,남구,187.8,211.1,9818.4,1211.6,1174.2
201307,26320,부산광역시,북구,145.3,149.8,9415.3,913.1,871.4
201307,26350,부산광역시,해운대구,170.6,232.9,8605.1,1012.8,795
201307,26380,부산광역시,사하구,167.6,193.1,8779.2,846.7,877.9
201307,26410,부산광역시,금정구,168.4,209.1,7408.3,1156.9,1033.4
201307,26440,부산광역시,강서구,234.7,317.7,9799.2,1303.8,1083.4
201307,26470,부산광역시,연제구,170.1,227.9,8312.9,1458.7,1028.2
201307,26500,부산광역시,수영구,180.5,233.6,7614,1426.6,984.6
201307,26530,부산광역시,사상구,190,156.8,10073.9,781.2,952.2
201307,26710,부산광역시,기장군,241.5,154,14160.8,904.9,790.1
201307,27110,대구광역시,중구,175.7,251.8,7957.1,1206.6,1374.5
201307,27140,대구광역시,동구,238.5,236.2,9120.9,939.5,1327.8
201307,27170,대구광역시,서구,184.8,264.2,9142.1,895.1,1244.7
201307,27200,대구광역시,남구,246.9,246.3,7393,909.3,1382
201307,27230,대구광역시,북구,194.2,196.5,11548.8,703.5,978.9
201307,27260,대구광역시,수성구,149,192.2,8648.3,766.6,915.6
201307,27290,대구광역시,달서구,148.4,160.1,10862.3,596,929.6
201307,27710,대구광역시,달성군,227.3,269,16125.1,583.6,1020.8
201307,28110,인천광역시,중구,201.3,263.5,13221.2,656,923.2
201307,28140,인천광역시,동구,265,593.9,12651,688.5,1153.2
201307,28170,인천광역시,남구,205.7,236.1,11693.8,682.2,831.9
201307,28185,인천광역시,연수구,120.5,111.9,10147.4,482.5,538.1
201307,28200,인천광역시,남동구,162.5,183.2,13823.9,625.2,670.2
201307,28237,인천광역시,부평구,160.1,192.5,12213.3,507.9,665
201307,28245,인천광역시,계양구,143.4,156.5,9221.8,559.9,564.9
201307,28260,인천광역시,서구,102.2,143.9,15562.8,477.5,533.2
201307,28710,인천광역시,강화군,322.2,457,7463.8,1252.7,1138.8
201307,28720,인천광역시,옹진군,193.3,294.7,4981.2,1106.4,850.3
201307,29110,광주광역시,동구,244.6,445.6,7859.9,1583.2,947.4
201307,29140,광주광역시,서구,196.7,219.2,9582.4,874.8,681.6
201307,29155,광주광역시,남구,166,320.5,9173.5,1101.5,785.7
201307,29170,광주광역시,북구,175.5,234.1,9032.1,1078.6,667.6
201307,29200,광주광역시,광산구,154.2,177.4,12069.5,631.8,602.5
201307,30110,대전광역시,동구,179.1,191.9,13971.9,1018.9,879.7
201307,30140,대전광역시,중구,254,196.3,11061.4,828.2,908.2
201307,30170,대전광역시,서구,164.6,138.7,12678.1,609.5,638.2
201307,30200,대전광역시,유성구,139.8,115.6,12693.7,514.7,463.7
201307,30230,대전광역시,대덕구,139.9,180.6,15809.4,737.9,702.7
201307,31110,울산광역시,중구,149.2,189.3,9474.6,716.5,749.8
201307,31140,울산광역시,남구,123.2,135.5,10105.9,543.5,660.1
201307,31170,울산광역시,동구,157.5,177.1,14466.5,433.1,595.1
201307,31200,울산광역시,북구,126,182.6,15117.8,421.7,576.2
201307,31710,울산광역시,울주군,177.8,214.7,9956.6,708.9,859.4
201308,11110,서울특별시,종로구,189.3,167.4,8598.7,738.4,831.5
201308,11140,서울특별시,중구,184.7,247.6,9795.7,795.6,881.5
201308,11170,서울특별시,용산구,198.5,176.4,9117,655.3,686.6
201308,11200,서울특별시,성동구,172.7,218.8,11005.3,752.3,694.2
201308,11215,서울특별시,광진구,185.9,183,12470.8,632.4,652.2
201308,11230,서울특별시,동대문구,137.8,241.3,10684,719,789.2
201308,11260,서울특별시,중랑구,138.7,191,10041.6,575.6,695.5
201308,11290,서울특별시,성북구,144.4,190.5,11234.8,747,717
201308,11305,서울특별시,강북구,151.5,228.8,10856.6,695,704.4
201308,11320,서울특별시,도봉구,160.9,205.3,9613.7,652,725.6
201308,11350,서울특별시,노원구,150.9,200.2,12419.1,647.9,731.6
201308,11380,서울특별시,은평구,197.2,162.2,12121.1,618.9,648.9
201308,11410,서울특별시,서대문구,204.1,203.1,9047.5,721.4,771.1
201308,11440,서울특별시,마포구,187.5,211.3,11406.4,632.7,683
201308,11470,서울특별시,양천구,155.9,213.2,10072.3,716.5,733.4
201308,11500,서울특별시,강서구,182.2,170.5,11918.4,668.6,641.2
201308,11530,서울특별시,구로구,197.7,198.1,13636.2,701,717
201308,11545,서울특별시,금천구,166,173,10559.7,687.5,740.6
201308,11560,서울특별시,영등포구,206.7,221,11355.3,798.8,855.7
201308,11590,서울특별시,동작구,170.9,190.4,8974.1,634.3,701.8
201308,11620,서울특별시,관악구,162.5,170.1,9405.9,544.4,659.8
201308,11650,서울특별시,서초구,215,168.2,9137.5,691.3,757
201308,11680,서울특별시,강남구,192.3,174.6,8439.3,619.6,685.9
201308,11710,서울특별시,송파구,200.2,164.1,10661.9,589,696.7
201308,11740,서울특별시,강동구,180.4,171.1,8863.2,628.3,720.1
201308,26110,부산광역시,중구,196.4,329.5,8474,1168,1146.9
201308,26140,부산광역시,서구,170.1,197,7178.6,875.5,932.8
201308,26170,부산광역시,동구,148.9,185.4,6804.4,887.4,1011.3
201308,26200,부산광역시,영도구,144.3,229.7,8095.5,966.7,826.1
201308,26230,부산광역시,부산진구,148.8,173.7,10190.2,902.9,868
201308,26260,부산광역시,동래구,171,148.2,9234.6,1116.4,881.5
201308,26290,부산광역시,남구,178.6,189.9,10311.5,977.8,998.7
201308,26320,부산광역시,북구,137.5,153.7,10230.9,817.2,827.2
201308,26350,부산광역시,해운대구,180.5,210.8,9357.6,972.7,776.9
201308,26380,부산광역시,사하구,144.9,166.1,9409.4,759.1,803.8
201308,26410,부산광역시,금정구,132.1,181.8,7897.8,974.3,897.7
201308,26440,부산광역시,강서구,197.5,254.7,10116.9,1100.6,883
201308,26470,부산광역시,연제구,140.5,208.8,8651.6,1167.8,940.3
201308,26500,부산광역시,수영구,163.9,170.8,7890.4,1113.1,872.7
201308,26530,부산광역시,사상구,154,173.8,10094.9,689.6,877.2
201308,26710,부산광역시,기장군,171.3,160.7,14812,828.6,682.2
201308,27110,대구광역시,중구,211.2,250.5,7961.1,919.4,1114.8
201308,27140,대구광역시,동구,181.2,234.4,8824,747.5,1025.6
201308,27170,대구광역시,서구,102.1,183.8,8631.9,663.9,913.7
201308,27200,대구광역시,남구,163.2,201.1,6816.7,760.6,1046.6
201308,27230,대구광역시,북구,176.9,207.3,10955.6,636.4,901.7
201308,27260,대구광역시,수성구,169,213.2,7835.1,749.2,903.5
201308,27290,대구광역시,달서구,154.5,206.4,10669,626.7,917.3
201308,27710,대구광역시,달성군,227.3,266.9,15831.7,588,946
201308,28110,인천광역시,중구,186.5,291.4,13960.7,730.2,781.3
201308,28140,인천광역시,동구,305,424.8,12673.6,629.9,828.3
201308,28170,인천광역시,남구,185.5,206.2,12446.7,622.6,705.3
201308,28185,인천광역시,연수구,138.5,177.8,10789,584.7,653
201308,28200,인천광역시,남동구,170.4,211.2,14424.1,649.1,681
201308,28237,인천광역시,부평구,149,206.8,12110.9,531.1,654.4
201308,28245,인천광역시,계양구,155.6,181.2,9110.1,536.6,601.2
201308,28260,인천광역시,서구,129.2,182.6,15132.2,543,581.6
201308,28710,인천광역시,강화군,182.8,284.7,5914.4,720.8,746.2
201308,28720,인천광역시,옹진군,251.2,246.4,6701.1,792.3,758.5
201308,29110,광주광역시,동구,149.5,274.7,7713.4,1162,684.4
201308,29140,광주광역시,서구,194.4,234.4,10350,849.4,662.6
201308,29155,광주광역시,남구,142.4,255.7,9361.2,906.8,685.3
201308,29170,광주광역시,북구,169.7,218.6,9259.9,934.7,637.3
201308,29200,광주광역시,광산구,142.3,225,13210.6,659.2,654.4
