sido,yyyymm,pm10,sigungu,lung_cancer,copd,lower_respiratory,heart_disease,stroke,precipitation,male_avg_age,female_avg_age,year,month,latitude,longitude
대구,201602,45.0,중구,176.9,259.7,21308.0,1008.6,1280.9,15.5,42.5,45.7,2016,2,35.8683,128.5988
대구,201602,42.0,동구,197.5,260.7,26525.3,820.3,1363.6,15.5,40.7,43.8,2016,2,35.8747,128.6269
대구,201602,44.0,서구,200.0,252.6,27559.4,856.1,1356.8,15.5,42.4,45.6,2016,2,35.8704,128.5564
대구,201602,37.0,남구,166.2,239.1,20024.5,967.2,1431.3,15.5,42.9,46.4,2016,2,35.8313,128.6097
대구,201602,56.0,북구,166.2,191.2,28995.4,608.6,947.4,15.5,38.1,40.6,2016,2,35.8923,128.5916
대구,201602,44.5,수성구,173.6,157.5,22860.1,707.6,787.2,15.5,38.4,41.4,2016,2,35.8572,128.6336
대구,201602,51.0,달서구,167.9,176.9,25575.0,599.3,877.5,15.5,38.0,40.4,2016,2,35.8223,128.541
대구,201602,37.0,달성군,159.0,175.5,33050.2,449.0,809.6,15.5,38.1,40.5,2016,2,35.7989,128.4989
인천,201602,43.5,중구,204.8,204.8,19345.1,665.5,721.9,43.1,39.9,41.4,2016,2,37.4643,126.5904
인천,201602,46.0,동구,225.3,604.1,25876.6,813.9,974.5,43.1,41.7,44.6,2016,2,37.4753,126.6369
인천,201602,53.0,남구,189.2,148.9,20728.7,760.0,692.9,43.1,40.4,42.7,2016,2,37.442,126.7019
인천,201602,42.0,연수구,121.1,82.8,20570.7,481.4,396.2,43.1,36.8,38.4,2016,2,37.4172,126.6788
인천,201602,54.33333333,남동구,150.7,146.1,24847.0,670.5,566.5,43.1,37.9,39.7,2016,2,37.402,126.7337
인천,201602,40.0,부평구,136.4,200.5,20957.4,555.0,606.7,43.1,38.8,40.7,2016,2,37.5088,126.7219
인천,201602,56.0,계양구,140.2,141.1,19702.1,567.1,564.7,43.1,38.1,39.6,2016,2,37.5393,126.7271
인천,201602,40.0,서구,107.5,131.8,25664.1,619.3,484.2,43.1,36.7,38.0,2016,2,37.5461,126.6766
인천,201602,41.0,강화군,352.9,486.7,14718.4,1341.0,1186.6,43.1,48.3,51.7,2016,2,37.7416,126.5092
광주,201602,39.0,동구,257.9,329.9,16929.6,1605.6,905.1,45.2,43.0,45.8,2016,2,35.1399,126.9194
광주,201602,47.0,서구,153.8,176.7,21851.3,955.2,601.5,45.2,37.5,39.9,2016,2,35.1502,126.8565
광주,201602,44.0,남구,209.3,321.8,22560.5,1064.0,742.3,45.2,39.1,41.7,2016,2,35.1333,126.9004
광주,201602,43.0,북구,150.1,221.1,20781.7,1129.1,679.9,45.2,38.0,40.5,2016,2,35.1663,126.9185
광주,201602,52.0,광산구,140.9,144.2,21627.6,604.6,564.7,45.2,34.5,36.3,2016,2,35.1729,126.8118
대전,201602,36.0,동구,197.9,276.2,30891.8,978.5,763.5,45.8,40.2,42.7,2016,2,36.3515,127.4239
대전,201602,46.0,중구,223.0,155.6,27321.5,880.8,815.5,45.8,40.3,42.6,2016,2,36.3256,127.4266
대전,201602,42.0,서구,174.9,112.8,26974.5,582.3,536.0,45.8,37.3,39.3,2016,2,36.3503,127.3662
대전,201602,43.0,유성구,109.8,93.5,27608.7,472.9,430.3,45.8,35.2,36.9,2016,2,36.3625,127.3426
대전,201602,55.0,대덕구,168.7,166.1,32135.9,747.8,625.9,45.8,38.9,41.0,2016,2,36.368,127.405
울산,201602,41.0,중구,178.9,190.1,23930.5,656.4,683.2,32.4,38.6,40.9,2016,2,35.5664,129.319
울산,201602,39.5,남구,124.2,134.7,20733.8,527.1,579.4,32.4,37.8,39.6,2016,2,35.5388,129.316
울산,201602,43.0,동구,128.4,137.0,29339.8,372.5,441.8,32.4,37.0,38.6,2016,2,35.5259,129.4216
울산,201602,45.5,북구,105.0,118.3,30404.8,390.2,494.1,32.4,35.3,36.6,2016,2,35.5805,129.3552
울산,201602,47.0,울주군,149.6,237.2,22649.4,667.7,675.0,32.4,38.6,40.8,2016,2,35.5745,129.2165
서울,201603,63.0,종로구,205.6,206.2,17907.3,841.3,884.5,40.5,42.1,43.9,2016,3,37.5729,126.9794
서울,201603,58.0,중구,248.3,332.9,19317.5,895.0,938.1,40.5,42.6,44.4,2016,3,37.5641,126.997
서울,201603,54.0,용산구,200.2,242.4,17100.3,734.9,718.4,40.5,41.4,43.4,2016,3,37.5311,126.9814
서울,201603,67.0,성동구,200.8,192.5,19384.5,795.6,698.1,40.5,40.3,41.8,2016,3,37.5509,127.0407
서울,201603,54.0,광진구,182.0,190.1,24290.4,608.3,625.7,40.5,39.4,40.8,2016,3,37.5388,127.0827
서울,201603,66.0,동대문구,209.0,312.1,21473.9,1014.2,917.6,40.5,41.1,42.9,2016,3,37.5744,127.0395
서울,201603,64.0,중랑구,230.7,233.6,22335.3,771.0,841.4,40.5,41.0,42.6,2016,3,37.6065,127.0927
서울,201603,61.0,성북구,194.3,217.6,20870.4,896.4,757.8,40.5,40.2,42.1,2016,3,37.6109,127.0273
서울,201603,58.0,강북구,199.6,280.3,21367.7,965.2,933.1,40.5,41.8,44.1,2016,3,37.6396,127.0257
서울,201603,61.0,도봉구,200.2,233.5,19982.8,804.1,843.7,40.5,40.9,43.0,2016,3,37.6688,127.0471
서울,201603,55.0,노원구,150.8,194.9,24818.3,635.0,678.3,40.5,38.9,41.4,2016,3,37.655,127.0778
서울,201603,63.0,은평구,201.4,201.4,23951.7,730.2,626.1,40.5,40.5,42.5,2016,3,37.6027,126.9288
서울,201603,68.0,서대문구,220.2,197.3,20368.6,792.8,781.4,40.5,40.7,42.8,2016,3,37.5794,126.9368
서울,201603,63.0,마포구,190.3,202.4,21138.1,597.8,589.1,40.5,39.3,41.1,2016,3,37.5662,126.9018
서울,201603,65.0,양천구,179.6,178.8,22942.9,695.1,602.2,40.5,38.6,40.4,2016,3,37.5271,126.8561
서울,201603,70.0,강서구,166.4,156.5,25961.5,655.4,584.4,40.5,39.2,41.0,2016,3,37.5509,126.8497
서울,201603,68.0,구로구,228.2,213.6,25721.6,817.9,716.8,40.5,40.0,41.3,2016,3,37.4954,126.8581
서울,201603,61.0,금천구,223.5,201.8,21223.0,819.1,809.7,40.5,41.1,42.7,2016,3,37.4574,126.8956
서울,201603,79.0,영등포구,246.6,233.4,21641.4,878.3,915.2,40.5,40.7,42.1,2016,3,37.5265,126.8962
서울,201603,61.0,동작구,199.0,163.6,18618.6,672.1,712.5,40.5,39.8,41.9,2016,3,37.4979,126.9828
서울,201603,62.0,관악구,165.9,178.9,19947.7,674.4,645.0,40.5,39.8,41.5,2016,3,37.4654,126.9436
서울,201603,68.0,서초구,196.3,111.6,19091.1,581.9,568.7,40.5,38.5,39.8,2016,3,37.4761,127.0376
서울,201603,67.0,강남구,172.1,120.8,18939.7,543.1,551.6,40.5,38.5,40.1,2016,3,37.5184,127.0473
서울,201603,61.0,송파구,165.5,137.6,21555.5,475.4,548.6,40.5,38.8,40.2,2016,3,37.5048,127.1147
서울,201603,68.0,강동구,196.1,163.9,19051.3,675.2,741.4,40.5,39.6,41.6,2016,3,37.5499,127.1465
부산,201603,52.0,중구,278.7,305.3,21204.2,1515.2,1298.4,133.5,45.3,48.3,2016,3,35.1068,129.0312
부산,201603,53.0,서구,238.1,212.4,21318.4,1361.4,1371.1,133.5,44.5,47.6,2016,3,35.1159,129.0225
부산,201603,49.0,동구,227.1,289.4,18696.1,1721.1,1526.3,133.5,45.2,48.8,2016,3,35.1299,129.049
부산,201603,48.0,영도구,344.2,389.4,19732.2,1487.8,1251.2,133.5,44.6,48.0,2016,3,35.0911,129.0655
부산,201603,46.0,부산진구,210.9,247.5,23124.8,1244.3,1054.1,133.5,41.7,44.1,2016,3,35.1631,129.0516
부산,201603,57.0,동래구,200.9,145.9,23011.6,1450.4,969.8,133.5,40.9,43.4,2016,3,35.2048,129.0835
부산,201603,45.0,남구,198.0,226.0,23946.2,1347.3,1102.3,133.5,41.3,43.9,2016,3,35.1324,129.1037
부산,201603,46.0,북구,182.8,124.8,23103.7,900.1,874.6,133.5,39.9,42.2,2016,3,35.2164,129.0087
부산,201603,49.0,해운대구,206.5,244.4,22365.0,1042.3,858.4,133.5,39.8,42.4,2016,3,35.1631,129.1607
부산,201603,58.0,사하구,182.9,196.1,22836.0,964.7,986.5,133.5,40.6,42.9,2016,3,35.1042,128.9733
부산,201603,53.0,금정구,205.6,266.1,20410.1,1271.7,1068.6,133.5,41.7,44.6,2016,3,35.2549,129.089
부산,201603,56.0,강서구,207.5,176.3,28171.2,963.2,759.3,133.5,38.3,39.7,2016,3,35.2111,128.9788
부산,201603,56.0,연제구,256.2,326.1,20711.3,1598.4,1080.7,133.5,41.3,43.7,2016,3,35.1802,129.0814
부산,201603,52.0,수영구,230.3,322.9,18867.5,1555.3,1036.7,133.5,42.3,44.9,2016,3,35.1576,129.114
부산,201603,60.0,사상구,198.0,209.6,24400.8,934.3,1005.2,133.5,40.9,43.0,2016,3,35.1627,128.9783
부산,201603,45.5,기장군,138.8,97.1,20949.7,752.6,579.7,133.5,37.9,40.4,2016,3,35.3228,129.2262
대구,201603,50.0,중구,214.5,250.9,20384.6,1114.0,1514.2,67.5,42.5,45.7,2016,3,35.8683,128.5988
대구,201603,47.0,동구,241.4,277.5,24946.8,892.0,1531.2,67.5,40.7,43.8,2016,3,35.8747,128.6269
대구,201603,53.0,서구,273.7,243.1,23840.3,926.3,1468.1,67.5,42.5,45.7,2016,3,35.8704,128.5564
대구,201603,46.0,남구,173.2,231.4,17482.2,1063.1,1589.2,67.5,43.0,46.5,2016,3,35.8313,128.6097
대구,201603,64.0,북구,202.1,216.2,27440.9,703.5,1081.3,67.5,38.2,40.7,2016,3,35.8923,128.5916
대구,201603,50.5,수성구,174.0,168.2,20954.5,740.7,898.4,67.5,38.5,41.5,2016,3,35.8572,128.6336
대구,201603,52.0,달서구,186.4,174.0,23926.9,658.9,959.0,67.5,38.1,40.5,2016,3,35.8223,128.541
대구,201603,43.0,달성군,186.9,181.4,32449.1,564.4,877.4,67.5,38.1,40.4,2016,3,35.7989,128.4989
인천,201603,61.5,중구,213.5,180.5,20516.4,842.5,871.2,44.1,39.9,41.5,2016,3,37.4643,126.5904
인천,201603,66.0,동구,245.0,614.0,27797.3,1033.6,1194.1,44.1,41.8,44.7,2016,3,37.4753,126.6369
인천,201603,72.0,남구,238.3,158.0,22359.0,880.8,828.3,44.1,40.4,42.7,2016,3,37.442,126.7019
인천,201603,58.0,연수구,147.9,86.7,23461.6,538.6,540.1,44.1,36.8,38.4,2016,3,37.4172,126.6788
인천,201603,76.33333333,남동구,155.9,159.3,26490.4,785.7,683.5,44.1,37.9,39.7,2016,3,37.402,126.7337
인천,201603,62.0,부평구,165.5,192.1,23335.0,619.2,690.7,44.1,38.9,40.8,2016,3,37.5088,126.7219
인천,201603,76.0,계양구,162.0,169.6,20988.3,661.9,599.2,44.1,38.1,39.7,2016,3,37.5393,126.7271
인천,201603,58.66666667,서구,128.8,151.4,28623.0,684.3,577.2,44.1,36.8,38.1,2016,3,37.5461,126.6766
인천,201603,56.0,강화군,399.9,463.2,15361.0,1536.5,1449.8,44.1,48.4,51.8,2016,3,37.7416,126.5092
광주,201603,47.0,동구,270.4,376.9,17358.6,1776.8,1006.4,55.2,43.1,45.8,2016,3,35.1399,126.9194
광주,201603,53.0,서구,204.1,179.9,21469.8,1043.4,690.3,55.2,37.6,39.9,2016,3,35.1502,126.8565
광주,201603,50.0,남구,247.6,366.8,23543.1,1266.1,806.0,55.2,39.2,41.8,2016,3,35.1333,126.9004
광주,201603,51.5,북구,166.0,241.2,21088.7,1271.2,769.0,55.2,38.1,40.6,2016,3,35.1663,126.9185
광주,201603,60.0,광산구,150.9,151.8,23213.8,705.6,589.0,55.2,34.5,36.3,2016,3,35.1729,126.8118
대전,201603,47.0,동구,220.0,285.6,33081.9,1006.1,938.0,40.3,40.3,42.7,2016,3,36.3515,127.4239
대전,201603,59.0,중구,257.0,171.1,27335.3,916.5,1032.9,40.3,40.4,42.7,2016,3,36.3256,127.4266
대전,201603,53.5,서구,165.4,129.1,27883.1,706.7,679.0,40.3,37.4,39.3,2016,3,36.3503,127.3662
대전,201603,55.0,유성구,121.2,87.1,28422.4,534.6,531.7,40.3,35.2,36.9,2016,3,36.3625,127.3426
대전,201603,73.0,대덕구,177.5,156.2,33168.1,810.1,797.1,40.3,38.9,41.1,2016,3,36.368,127.405
울산,201603,48.0,중구,215.6,214.8,24714.7,702.2,781.3,92.2,38.7,41.0,2016,3,35.5664,129.319
울산,201603,48.0,남구,140.0,143.8,21749.0,625.7,629.9,92.2,37.8,39.6,2016,3,35.5388,129.316
울산,201603,52.0,동구,217.2,179.4,32898.8,446.4,536.3,92.2,37.1,38.6,2016,3,35.5259,129.4216
울산,201603,50.5,북구,135.7,154.1,32486.9,416.8,510.0,92.2,35.4,36.7,2016,3,35.5805,129.3552
울산,201603,54.66666667,울주군,171.5,244.9,25551.1,824.2,783.1,92.2,38.7,40.8,2016,3,35.5745,129.2165
서울,201604,67.0,종로구,209.5,198.4,17306.9,803.3,726.7,76.8,42.1,43.9,2016,4,37.5729,126.9794
서울,201604,69.0,중구,243.5,317.8,17908.3,760.9,857.5,76.8,42.6,44.4,2016,4,37.5641,126.997
서울,201604,58.0,용산구,201.1,189.8,16358.5,652.4,651.5,76.8,41.4,43.5,2016,4,37.5311,126.9814
서울,201604,68.0,성동구,178.8,210.9,18505.7,703.4,717.8,76.8,40.3,41.8,2016,4,37.5509,127.0407
서울,201604,58.0,광진구,205.2,171.3,23643.5,563.8,600.2,76.8,39.5,40.8,2016,4,37.5388,127.0827
서울,201604,76.0,동대문구,190.4,270.9,20531.8,897.9,836.2,76.8,41.1,42.9,2016,4,37.5744,127.0395
서울,201604,77.0,중랑구,198.5,207.3,20797.1,695.9,772.7,76.8,41.0,42.7,2016,4,37.6065,127.0927
서울,201604,73.0,성북구,168.8,184.3,20376.6,804.9,689.9,76.8,40.2,42.1,2016,4,37.6109,127.0273
서울,201604,62.0,강북구,188.0,268.3,19318.4,804.1,857.3,76.8,41.9,44.1,2016,4,37.6396,127.0257
서울,201604,71.0,도봉구,184.7,242.7,19096.3,707.3,744.9,76.8,40.9,43.0,2016,4,37.6688,127.0471
서울,201604,56.0,노원구,136.7,184.3,23561.9,585.5,626.9,76.8,39.0,41.5,2016,4,37.655,127.0778
서울,201604,69.0,은평구,163.8,188.2,22118.1,669.6,559.1,76.8,40.5,42.5,2016,4,37.6027,126.9288
서울,201604,75.0,서대문구,202.4,165.8,18958.4,729.5,684.9,76.8,40.7,42.8,2016,4,37.5794,126.9368
서울,201604,68.0,마포구,171.6,172.7,20966.2,530.2,568.1,76.8,39.4,41.1,2016,4,37.5662,126.9018
서울,201604,66.0,양천구,152.8,152.2,22246.5,637.0,554.9,76.8,38.7,40.5,2016,4,37.5271,126.8561
서울,201604,76.0,강서구,160.9,138.7,25171.4,611.8,569.8,76.8,39.3,41.0,2016,4,37.5509,126.8497
서울,201604,75.0,구로구,205.0,196.6,24828.1,706.0,627.5,76.8,40.0,41.4,2016,4,37.4954,126.8581
서울,201604,64.0,금천구,166.1,225.6,20741.7,723.1,732.8,76.8,41.2,42.8,2016,4,37.4574,126.8956
서울,201604,73.0,영등포구,236.9,209.9,20498.5,791.7,832.4,76.8,40.7,42.1,2016,4,37.5265,126.8962
서울,201604,69.0,동작구,202.2,156.9,18101.1,628.7,608.5,76.8,39.9,41.9,2016,4,37.4979,126.9828
서울,201604,66.0,관악구,155.1,155.3,18889.0,640.0,610.4,76.8,39.8,41.6,2016,4,37.4654,126.9436
서울,201604,76.0,서초구,182.2,106.9,19204.7,538.5,496.2,76.8,38.5,39.8,2016,4,37.4761,127.0376
서울,201604,78.0,강남구,135.4,97.3,18926.5,460.4,513.3,76.8,38.5,40.1,2016,4,37.5184,127.0473
서울,201604,69.0,송파구,162.2,122.7,21254.7,423.5,520.8,76.8,38.9,40.2,2016,4,37.5048,127.1147
서울,201604,77.0,강동구,188.7,142.7,18268.8,590.8,678.6,76.8,39.7,41.6,2016,4,37.5499,127.1465
부산,201604,63.0,중구,190.2,311.9,19012.1,1398.0,1181.2,198.5,45.4,48.4,2016,4,35.1068,129.0312
부산,201604,62.0,서구,232.8,265.6,19779.1,1163.1,1279.1,198.5,44.5,47.6,2016,4,35.1159,129.0225
부산,201604,60.0,동구,222.7,244.9,18129.5,1573.0,1328.1,198.5,45.3,48.8,2016,4,35.1299,129.049
부산,201604,62.0,영도구,313.4,299.9,18674.1,1415.8,1209.2,198.5,44.6,48.0,2016,4,35.0911,129.0655
부산,201604,55.0,부산진구,206.4,232.9,21739.3,1123.4,1015.1,198.5,41.7,44.1,2016,4,35.1631,129.0516
부산,201604,65.0,동래구,192.9,130.9,21894.1,1299.7,887.3,198.5,40.9,43.4,2016,4,35.2048,129.0835
부산,201604,59.0,남구,224.6,216.3,22580.6,1189.5,1032.4,198.5,41.4,44.0,2016,4,35.1324,129.1037
부산,201604,53.0,북구,178.3,122.8,21262.9,791.4,814.3,198.5,39.9,42.2,2016,4,35.2164,129.0087
부산,201604,60.0,해운대구,202.2,207.2,21494.7,1010.1,796.7,198.5,39.9,42.4,2016,4,35.1631,129.1607
부산,201604,66.0,사하구,188.6,208.6,21469.0,848.5,959.3,198.5,40.7,43.0,2016,4,35.1042,128.9733
부산,201604,56.5,금정구,210.9,255.1,19437.6,1187.9,966.8,198.5,41.8,44.6,2016,4,35.2549,129.089
부산,201604,65.5,강서구,159.8,175.4,28394.3,926.5,749.2,198.5,38.3,39.6,2016,4,35.2111,128.9788
부산,201604,64.0,연제구,224.3,333.9,18971.1,1498.5,1024.8,198.5,41.3,43.7,2016,4,35.1802,129.0814
부산,201604,57.0,수영구,245.4,314.0,18785.6,1346.7,896.1,198.5,42.4,44.9,2016,4,35.1576,129.114
부산,201604,65.0,사상구,214.3,192.9,21976.8,849.2,948.5,198.5,41.0,43.1,2016,4,35.1627,128.9783
부산,201604,53.0,기장군,144.5,138.8,26646.6,769.0,643.4,198.5,37.9,40.4,2016,4,35.3228,129.2262
대구,201604,62.0,중구,254.7,235.8,18714.9,1007.4,1260.8,151.0,42.5,45.7,2016,4,35.8683,128.5988
대구,201604,52.0,동구,217.4,213.5,23168.2,778.7,1412.3,151.0,40.7,43.8,2016,4,35.8747,128.6269
대구,201604,55.0,서구,275.7,237.1,22625.8,845.1,1386.4,151.0,42.5,45.7,2016,4,35.8704,128.5564
대구,201604,49.0,남구,184.7,249.3,16357.2,914.1,1415.3,151.0,43.1,46.5,2016,4,35.8313,128.6097
대구,201604,73.5,북구,173.7,193.7,25154.0,611.5,963.9,151.0,38.2,40.7,2016,4,35.8923,128.5916
대구,201604,57.5,수성구,138.0,169.1,21128.1,653.9,821.5,151.0,38.5,41.5,2016,4,35.8572,128.6336
대구,201604,55.0,달서구,163.2,170.5,22919.9,592.5,878.7,151.0,38.1,40.6,2016,4,35.8223,128.541
대구,201604,58.0,달성군,164.0,167.2,32135.3,507.6,868.7,151.0,38.1,40.4,2016,4,35.7989,128.4989
인천,201604,75.0,중구,215.2,203.0,19765.0,715.8,794.8,80.8,40.0,41.5,2016,4,37.4643,126.5904
인천,201604,74.0,동구,170.4,511.2,26515.9,842.1,1028.0,80.8,41.8,44.7,2016,4,37.4753,126.6369
인천,201604,81.0,남구,208.8,156.6,21991.0,811.8,757.6,80.8,40.4,42.8,2016,4,37.442,126.7019
인천,201604,60.0,연수구,134.8,83.4,21984.2,449.8,498.4,80.8,36.8,38.4,2016,4,37.4172,126.6788
인천,201604,81.66666667,남동구,139.7,144.1,25533.6,725.3,594.6,80.8,38.0,39.7,2016,4,37.402,126.7337
인천,201604,70.0,부평구,146.3,173.7,21428.5,551.4,642.9,80.8,38.9,40.8,2016,4,37.5088,126.7219
인천,201604,78.0,계양구,147.4,151.4,20499.0,565.3,588.0,80.8,38.2,39.7,2016,4,37.5393,126.7271
인천,201604,63.66666667,서구,142.7,135.5,27605.6,627.3,505.9,80.8,36.8,38.1,2016,4,37.5461,126.6766
인천,201604,55.0,강화군,298.5,480.8,12479.0,1341.0,1279.2,80.8,48.4,51.9,2016,4,37.7416,126.5092
광주,201604,62.0,동구,367.5,291.3,16485.9,1523.1,958.3,185.0,43.2,45.9,2016,4,35.1399,126.9194
광주,201604,60.0,서구,179.9,165.7,20009.1,920.0,614.1,185.0,37.6,39.9,2016,4,35.1502,126.8565
광주,201604,61.0,남구,264.0,330.9,20404.2,1086.8,751.8,185.0,39.2,41.9,2016,4,35.1333,126.9004
광주,201604,65.0,북구,151.9,219.7,19937.8,1134.1,719.2,185.0,38.1,40.6,2016,4,35.1663,126.9185
광주,201604,71.0,광산구,158.5,132.0,21519.0,638.6,569.2,185.0,34.6,36.4,2016,4,35.1729,126.8118
대전,201604,50.0,동구,191.1,299.2,27958.1,847.4,859.7,154.9,40.3,42.8,2016,4,36.3515,127.4239
대전,201604,66.0,중구,247.1,158.8,24387.5,769.5,904.2,154.9,40.4,42.7,2016,4,36.3256,127.4266
대전,201604,61.5,서구,172.5,126.3,25199.0,594.5,620.1,154.9,37.4,39.4,2016,4,36.3503,127.3662
대전,201604,59.0,유성구,125.9,98.2,25718.0,476.4,428.9,154.9,35.3,37.0,2016,4,36.3625,127.3426
대전,201604,74.5,대덕구,167.6,168.7,29513.5,737.5,741.6,154.9,39.0,41.1,2016,4,36.368,127.405
울산,201604,58.0,중구,150.5,187.2,23298.0,651.9,761.1,179.2,38.7,41.0,2016,4,35.5664,129.319
울산,201604,59.83333333,남구,130.6,137.7,19880.9,541.5,623.4,179.2,37.9,39.7,2016,4,35.5388,129.316
울산,201604,61.0,동구,154.1,139.2,28665.3,411.4,491.7,179.2,37.1,38.7,2016,4,35.5259,129.4216
울산,201604,62.5,북구,138.8,113.7,30543.1,349.2,476.2,179.2,35.4,36.7,2016,4,35.5805,129.3552
울산,201604,65.33333333,울주군,159.6,238.1,22037.4,668.6,740.7,179.2,38.7,40.9,2016,4,35.5745,129.2165
서울,201605,53.0,종로구,209.5,181.4,14275.5,730.7,781.7,160.5,42.2,44.0,2016,5,37.5729,126.9794
서울,201605,56.0,중구,260.3,269.9,14570.2,868.7,891.8,160.5,42.7,44.4,2016,5,37.5641,126.997
서울,201605,49.0,용산구,165.0,209.8,13880.7,641.5,641.5,160.5,41.4,43.5,2016,5,37.5311,126.9814
서울,201605,55.0,성동구,195.5,200.2,15564.1,745.8,696.4,160.5,40.3,41.8,2016,5,37.5509,127.0407
서울,201605,49.0,광진구,189.0,192.3,19405.1,597.4,614.8,160.5,39.5,40.9,2016,5,37.5388,127.0827
서울,201605,60.0,동대문구,190.9,269.0,16892.2,877.0,832.0,160.5,41.1,42.9,2016,5,37.5744,127.0395
서울,201605,60.0,중랑구,193.7,224.8,17059.9,719.7,807.5,160.5,41.1,42.7,2016,5,37.6065,127.0927
서울,201605,59.0,성북구,187.0,168.8,17390.3,842.2,723.2,160.5,40.3,42.1,2016,5,37.6109,127.0273
서울,201605,48.0,강북구,167.8,235.9,16096.8,823.1,826.1,160.5,41.9,44.2,2016,5,37.6396,127.0257
서울,201605,56.0,도봉구,176.0,234.6,16009.1,724.3,773.4,160.5,41.0,43.1,2016,5,37.6688,127.0471
서울,201605,44.0,노원구,141.8,179.0,20213.0,612.4,647.7,160.5,39.0,41.5,2016,5,37.655,127.0778
서울,201605,55.0,은평구,181.1,181.9,18214.7,620.6,646.6,160.5,40.5,42.6,2016,5,37.6027,126.9288
서울,201605,58.0,서대문구,222.5,171.2,15619.3,735.9,717.4,160.5,40.7,42.9,2016,5,37.5794,126.9368
서울,201605,56.0,마포구,191.6,165.3,17092.2,571.7,599.1,160.5,39.4,41.1,2016,5,37.5662,126.9018
서울,201605,51.0,양천구,175.6,135.2,18229.2,664.6,558.3,160.5,38.7,40.5,2016,5,37.5271,126.8561
서울,201605,59.0,강서구,160.7,141.1,21248.9,626.2,556.0,160.5,39.3,41.1,2016,5,37.5509,126.8497
서울,201605,58.0,구로구,196.1,187.0,20612.3,729.3,671.3,160.5,40.1,41.4,2016,5,37.4954,126.8581
서울,201605,50.0,금천구,186.9,201.4,17104.2,751.1,732.8,160.5,41.2,42.8,2016,5,37.4574,126.8956
서울,201605,67.0,영등포구,235.8,220.4,17295.9,779.0,833.5,160.5,40.8,42.1,2016,5,37.5265,126.8962
서울,201605,51.0,동작구,209.5,172.8,15030.0,631.2,661.9,160.5,39.9,41.9,2016,5,37.4979,126.9828
서울,201605,55.0,관악구,168.3,171.1,15429.4,652.3,607.7,160.5,39.8,41.6,2016,5,37.4654,126.9436
서울,201605,62.0,서초구,197.9,109.8,17112.1,546.3,512.5,160.5,38.5,39.9,2016,5,37.4761,127.0376
서울,201605,55.0,강남구,141.9,108.6,15838.9,462.3,515.6,160.5,38.5,40.1,2016,5,37.5184,127.0473
서울,201605,55.0,송파구,174.4,113.9,17383.6,453.3,530.7,160.5,38.9,40.3,2016,5,37.5048,127.1147
서울,201605,62.0,강동구,191.6,166.4,14799.4,600.2,689.4,160.5,39.7,41.6,2016,5,37.5499,127.1465
부산,201605,55.0,중구,263.2,223.4,16256.0,1271.9,1236.5,108.8,45.4,48.4,2016,5,35.1068,129.0312
부산,201605,54.75,서구,262.9,239.9,16796.0,1174.6,1297.7,108.8,44.5,47.6,2016,5,35.1159,129.0225
부산,201605,52.0,동구,194.8,276.1,14598.2,1595.3,1468.4,108.8,45.3,48.8,2016,5,35.1299,129.049
부산,201605,56.0,영도구,282.5,319.7,15355.1,1399.2,1210.8,108.8,44.7,48.1,2016,5,35.0911,129.0655
부산,201605,42.0,부산진구,210.6,226.0,17966.6,1192.5,1039.0,108.8,41.8,44.2,2016,5,35.1631,129.0516
부산,201605,51.0,동래구,192.1,135.3,17654.6,1347.8,957.7,108.8,41.0,43.5,2016,5,35.2048,129.0835
부산,201605,53.0,남구,208.4,212.7,18604.0,1240.8,1089.4,108.8,41.4,44.0,2016,5,35.1324,129.1037
부산,201605,47.0,북구,169.2,115.4,17903.5,837.8,831.4,108.8,39.9,42.3,2016,5,35.2164,129.0087
부산,201605,58.0,해운대구,212.2,222.5,18730.8,1025.1,852.0,108.8,39.9,42.5,2016,5,35.1631,129.1607
부산,201605,63.0,사하구,174.2,196.9,18458.0,929.5,968.3,108.8,40.7,43.0,2016,5,35.1042,128.9733
부산,201605,52.5,금정구,223.2,267.3,15710.6,1339.2,1039.6,108.8,41.8,44.7,2016,5,35.2549,129.089
부산,201605,54.5,강서구,180.9,186.4,26298.1,825.5,793.3,108.8,38.2,39.5,2016,5,35.2111,128.9788
부산,201605,56.0,연제구,215.7,320.4,16004.4,1384.2,1041.2,108.8,41.3,43.8,2016,5,35.1802,129.0814
부산,201605,52.0,수영구,231.4,320.1,15405.6,1399.1,973.7,108.8,42.4,45.0,2016,5,35.1576,129.114
부산,201605,58.0,사상구,213.1,208.8,18549.8,890.5,982.4,108.8,41.0,43.1,2016,5,35.1627,128.9783
부산,201605,47.5,기장군,162.1,172.2,23834.4,803.0,707.1,108.8,37.9,40.4,2016,5,35.3228,129.2262
대구,201605,49.0,중구,257.2,218.3,15256.2,1024.9,1314.7,65.0,42.6,45.7,2016,5,35.8683,128.5988
대구,201605,40.0,동구,220.3,248.8,20515.3,825.4,1469.8,65.0,40.8,43.9,2016,5,35.8747,128.6269
대구,201605,46.0,서구,233.1,228.1,18389.3,891.7,1410.0,65.0,42.6,45.8,2016,5,35.8704,128.5564
대구,201605,42.0,남구,189.9,245.5,13991.3,990.8,1499.0,65.0,43.1,46.6,2016,5,35.8313,128.6097
대구,201605,59.0,북구,185.1,187.3,21660.0,659.4,994.8,65.0,38.3,40.8,2016,5,35.8923,128.5916
