sido,yyyymm,pm10,sigungu,lung_cancer,copd,lower_respiratory,heart_disease,stroke,precipitation,male_avg_age,female_avg_age,year,month,latitude,longitude
서울,201101,42.0,종로구,140.8,201.3,13670.7,628.9,794.6,8.9,39.5,41.6,2011,1,37.5729,126.9794
서울,201101,43.0,중구,80.3,271.8,14310.8,672.7,778.6,8.9,39.9,41.9,2011,1,37.5641,126.997
서울,201101,47.0,용산구,97.4,191.9,14981.7,558.6,600.8,8.9,39.0,41.1,2011,1,37.5311,126.9814
서울,201101,47.0,성동구,98.4,222.1,15792.6,600.2,652.5,8.9,37.9,39.5,2011,1,37.5509,127.0407
서울,201101,47.0,광진구,122.6,163.5,17627.0,554.9,586.1,8.9,36.9,38.3,2011,1,37.5388,127.0827
서울,201101,46.0,동대문구,107.8,248.4,16367.2,741.5,725.9,8.9,38.7,40.4,2011,1,37.5744,127.0395
서울,201101,46.0,중랑구,94.2,199.7,16272.8,523.9,619.8,8.9,38.0,39.6,2011,1,37.6065,127.0927
서울,201101,39.0,성북구,93.6,225.5,18089.3,600.8,654.0,8.9,37.7,39.6,2011,1,37.6109,127.0273
서울,201101,36.0,강북구,94.8,255.6,14530.5,602.2,744.2,8.9,38.9,41.0,2011,1,37.6396,127.0257
서울,201101,44.0,도봉구,92.7,216.9,15513.7,614.4,654.3,8.9,37.8,39.7,2011,1,37.6688,127.0471
서울,201101,33.0,노원구,99.2,209.5,17451.5,554.4,662.2,8.9,36.2,38.6,2011,1,37.655,127.0778
서울,201101,44.0,은평구,97.4,205.6,17887.7,553.0,631.8,8.9,37.9,39.8,2011,1,37.6027,126.9288
서울,201101,47.0,서대문구,126.4,218.8,13996.7,676.5,766.4,8.9,38.3,40.5,2011,1,37.5794,126.9368
서울,201101,50.0,마포구,102.2,214.9,17961.6,597.2,614.1,8.9,37.3,39.1,2011,1,37.5662,126.9018
서울,201101,41.0,양천구,96.4,234.9,13587.1,583.8,643.3,8.9,36.1,37.9,2011,1,37.5271,126.8561
서울,201101,48.0,강서구,103.0,170.3,18363.2,558.1,627.5,8.9,36.7,38.7,2011,1,37.5509,126.8497
서울,201101,44.0,구로구,99.2,257.3,19272.1,599.6,835.4,8.9,37.4,38.8,2011,1,37.4954,126.8581
서울,201101,37.0,금천구,90.0,227.2,18139.3,536.5,688.5,8.9,38.1,39.6,2011,1,37.4574,126.8956
서울,201101,47.0,영등포구,114.2,287.8,16377.2,731.7,780.5,8.9,38.1,39.7,2011,1,37.5265,126.8962
서울,201101,43.0,동작구,134.5,205.5,15313.1,641.7,686.1,8.9,37.6,39.6,2011,1,37.4979,126.9828
서울,201101,47.0,관악구,111.9,226.6,16107.4,560.8,625.0,8.9,37.4,39.0,2011,1,37.4654,126.9436
서울,201101,46.0,서초구,117.6,194.9,13182.1,734.4,700.0,8.9,36.8,38.2,2011,1,37.4761,127.0376
서울,201101,48.0,강남구,121.8,239.5,12651.0,577.0,611.3,8.9,36.4,38.1,2011,1,37.5184,127.0473
서울,201101,46.0,송파구,118.7,189.4,15012.1,523.3,601.7,8.9,36.4,37.8,2011,1,37.5048,127.1147
서울,201101,42.0,강동구,111.5,164.8,13226.4,578.2,657.6,8.9,36.7,38.7,2011,1,37.5499,127.1465
부산,201101,38.0,중구,84.2,215.7,16185.4,946.9,948.9,0.0,42.4,45.3,2011,1,35.1068,129.0312
부산,201101,48.75,서구,114.0,253.8,15563.6,771.1,906.1,0.0,41.4,44.6,2011,1,35.1159,129.0225
부산,201101,42.0,동구,109.5,198.2,13621.8,802.6,909.2,0.0,41.7,45.2,2011,1,35.1299,129.049
부산,201101,38.0,영도구,118.7,249.3,16642.6,727.6,796.1,0.0,41.0,44.1,2011,1,35.0911,129.0655
부산,201101,38.0,부산진구,98.7,180.2,18550.6,779.2,769.8,0.0,39.0,41.4,2011,1,35.1631,129.0516
부산,201101,36.0,동래구,103.6,202.3,18141.5,831.4,819.8,0.0,38.3,40.8,2011,1,35.2048,129.0835
부산,201101,35.0,남구,97.9,173.8,17909.6,849.5,802.0,0.0,38.7,41.1,2011,1,35.1324,129.1037
부산,201101,48.0,북구,63.3,184.4,16661.0,649.1,672.8,0.0,36.9,39.2,2011,1,35.2164,129.0087
부산,201101,26.0,해운대구,98.9,315.1,15850.6,769.0,759.1,0.0,37.1,39.4,2011,1,35.1631,129.1607
부산,201101,62.0,사하구,85.8,184.8,17798.1,696.9,775.7,0.0,37.6,39.7,2011,1,35.1042,128.9733
부산,201101,36.5,금정구,94.2,219.8,15451.1,851.9,835.8,0.0,38.9,41.6,2011,1,35.2549,129.089
부산,201101,41.0,강서구,81.9,307.4,19895.6,971.7,812.6,0.0,40.4,43.2,2011,1,35.2111,128.9788
부산,201101,35.0,연제구,105.9,191.7,15118.6,937.5,854.6,0.0,38.7,41.1,2011,1,35.1802,129.0814
부산,201101,24.0,수영구,105.3,195.8,14314.3,937.8,799.7,0.0,39.8,42.3,2011,1,35.1576,129.114
부산,201101,57.0,사상구,97.9,172.9,19664.9,561.3,722.4,0.0,37.6,39.6,2011,1,35.1627,128.9783
부산,201101,27.0,기장군,87.0,235.9,22827.1,830.8,730.8,0.0,37.9,40.9,2011,1,35.3228,129.2262
대구,201101,38.0,중구,92.7,364.2,14851.2,902.1,1000.0,1.0,41.0,44.5,2011,1,35.8683,128.5988
대구,201101,37.0,동구,106.4,354.0,15279.9,604.0,845.8,1.0,38.3,41.4,2011,1,35.8747,128.6269
대구,201101,49.0,서구,76.4,265.5,16893.4,591.1,846.3,1.0,38.9,42.0,2011,1,35.8704,128.5564
대구,201101,26.0,남구,70.4,287.4,13297.3,661.8,923.1,1.0,39.8,43.0,2011,1,35.8313,128.6097
대구,201101,44.5,북구,97.4,293.0,20286.8,590.3,826.6,1.0,35.3,37.7,2011,1,35.8923,128.5916
대구,201101,41.5,수성구,102.4,267.6,15161.7,690.5,816.6,1.0,35.8,39.0,2011,1,35.8572,128.6336
대구,201101,48.0,달서구,95.6,313.4,19010.4,585.6,844.6,1.0,35.2,37.7,2011,1,35.8223,128.541
대구,201101,32.0,달성군,88.7,379.8,20649.2,513.4,854.4,1.0,35.9,38.4,2011,1,35.7989,128.4989
인천,201101,46.5,중구,96.2,378.3,20559.7,500.1,843.1,7.0,38.6,40.8,2011,1,37.4643,126.5904
인천,201101,52.0,동구,90.2,773.9,19261.2,475.3,762.5,7.0,38.7,41.3,2011,1,37.4753,126.6369
인천,201101,42.0,남구,77.8,262.0,18399.2,548.3,688.0,7.0,37.7,39.7,2011,1,37.442,126.7019
인천,201101,50.0,연수구,85.1,217.8,13273.6,524.1,636.7,7.0,34.9,36.6,2011,1,37.4172,126.6788
인천,201101,46.0,남동구,85.8,217.8,18905.5,568.1,607.5,7.0,35.5,37.2,2011,1,37.402,126.7337
인천,201101,45.0,부평구,90.7,206.3,18914.3,512.2,628.9,7.0,36.1,37.8,2011,1,37.5088,126.7219
인천,201101,38.0,계양구,80.2,199.0,15965.5,466.2,619.5,7.0,34.7,36.1,2011,1,37.5393,126.7271
인천,201101,50.0,서구,83.2,166.0,19415.6,429.7,512.5,7.0,34.7,35.9,2011,1,37.5461,126.6766
인천,201101,42.0,강화군,122.8,392.3,10712.9,676.9,636.4,7.0,45.0,48.6,2011,1,37.7416,126.5092
광주,201101,36.0,동구,118.3,565.3,10768.6,960.6,598.2,7.4,40.2,42.9,2011,1,35.1399,126.9194
광주,201101,26.0,서구,83.4,247.2,15211.9,692.0,550.1,7.4,34.6,37.0,2011,1,35.1502,126.8565
광주,201101,30.0,남구,92.7,424.6,12821.8,792.1,559.3,7.4,36.8,39.3,2011,1,35.1333,126.9004
광주,201101,34.0,북구,96.7,341.3,16555.6,834.9,558.0,7.4,35.1,37.5,2011,1,35.1663,126.9185
광주,201101,48.0,광산구,85.0,322.0,18026.7,569.4,591.5,7.4,32.1,33.9,2011,1,35.1729,126.8118
대전,201101,28.0,동구,89.9,235.2,20593.4,610.1,623.6,4.0,37.5,40.0,2011,1,36.3515,127.4239
대전,201101,41.0,중구,99.4,277.2,18521.1,654.2,725.4,4.0,37.5,39.7,2011,1,36.3256,127.4266
대전,201101,38.0,서구,99.6,186.1,18961.2,547.0,627.1,4.0,34.7,36.6,2011,1,36.3503,127.3662
대전,201101,40.0,유성구,100.2,247.0,20237.9,565.0,653.0,4.0,33.0,34.8,2011,1,36.3625,127.3426
대전,201101,45.5,대덕구,94.5,214.3,23706.2,520.6,596.1,4.0,35.6,37.6,2011,1,36.368,127.405
울산,201101,39.0,중구,104.9,257.1,14395.6,594.5,736.3,10.5,36.2,38.4,2011,1,35.5664,129.319
울산,201101,35.5,남구,101.3,233.2,15409.4,570.6,749.9,10.5,35.0,36.7,2011,1,35.5388,129.316
울산,201101,46.0,동구,89.4,281.7,20576.5,460.0,767.3,10.5,35.0,36.7,2011,1,35.5259,129.4216
울산,201101,47.5,북구,110.1,331.5,22001.7,543.0,831.2,10.5,32.7,34.1,2011,1,35.5805,129.3552
울산,201101,36.33333333,울주군,99.7,282.9,17344.6,651.7,727.5,10.5,35.9,38.4,2011,1,35.5745,129.2165
서울,201102,71.0,종로구,98.6,169.3,10357.4,580.2,713.3,29.1,39.5,41.6,2011,2,37.5729,126.9794
서울,201102,72.0,중구,66.8,208.0,9650.7,565.3,657.7,29.1,40.0,41.9,2011,2,37.5641,126.997
서울,201102,78.0,용산구,88.0,152.9,11084.7,477.9,530.6,29.1,39.1,41.2,2011,2,37.5311,126.9814
서울,201102,80.0,성동구,69.2,212.2,11092.4,543.4,535.1,29.1,37.9,39.6,2011,2,37.5509,127.0407
서울,201102,77.0,광진구,107.5,150.0,12829.9,468.4,492.6,29.1,37.0,38.3,2011,2,37.5388,127.0827
서울,201102,78.0,동대문구,86.7,236.4,11865.6,581.4,600.0,29.1,38.7,40.5,2011,2,37.5744,127.0395
서울,201102,79.0,중랑구,82.4,167.6,11674.8,466.6,545.4,29.1,38.1,39.7,2011,2,37.6065,127.0927
서울,201102,63.0,성북구,90.7,174.6,13656.8,543.5,540.2,29.1,37.7,39.6,2011,2,37.6109,127.0273
서울,201102,65.0,강북구,82.9,219.4,10552.8,505.1,609.5,29.1,38.9,41.0,2011,2,37.6396,127.0257
서울,201102,70.0,도봉구,82.1,173.7,11560.2,482.5,545.4,29.1,37.9,39.7,2011,2,37.6688,127.0471
서울,201102,60.0,노원구,90.9,189.9,13083.5,473.4,574.1,29.1,36.3,38.7,2011,2,37.655,127.0778
서울,201102,72.0,은평구,94.2,192.9,13234.7,505.2,542.5,29.1,38.0,39.9,2011,2,37.6027,126.9288
서울,201102,83.0,서대문구,98.5,171.5,10057.1,561.9,657.1,29.1,38.4,40.5,2011,2,37.5794,126.9368
서울,201102,83.0,마포구,89.6,198.5,13304.5,528.1,535.8,29.1,37.3,39.1,2011,2,37.5662,126.9018
서울,201102,70.0,양천구,93.8,193.3,9530.8,524.0,558.8,29.1,36.1,37.9,2011,2,37.5271,126.8561
서울,201102,78.0,강서구,97.0,150.2,13387.4,480.4,512.8,29.1,36.8,38.8,2011,2,37.5509,126.8497
서울,201102,78.0,구로구,82.1,199.1,13842.9,515.1,551.2,29.1,37.4,38.9,2011,2,37.4954,126.8581
서울,201102,65.0,금천구,82.2,178.3,13083.8,469.1,613.3,29.1,38.2,39.7,2011,2,37.4574,126.8956
서울,201102,80.0,영등포구,102.7,230.5,12013.8,606.4,693.9,29.1,38.2,39.8,2011,2,37.5265,126.8962
서울,201102,74.0,동작구,122.6,186.1,10943.7,551.6,604.6,29.1,37.7,39.6,2011,2,37.4979,126.9828
서울,201102,82.0,관악구,92.9,202.3,11613.9,451.8,554.7,29.1,37.4,39.1,2011,2,37.4654,126.9436
서울,201102,80.0,서초구,111.9,158.2,9125.5,602.7,611.7,29.1,36.8,38.2,2011,2,37.4761,127.0376
서울,201102,82.0,강남구,102.9,195.9,8714.2,535.6,552.6,29.1,36.4,38.1,2011,2,37.5184,127.0473
서울,201102,76.0,송파구,102.9,169.7,10543.4,460.9,498.1,29.1,36.4,37.9,2011,2,37.5048,127.1147
서울,201102,70.0,강동구,106.2,152.5,9297.4,468.2,546.5,29.1,36.7,38.7,2011,2,37.5499,127.1465
부산,201102,57.0,중구,98.6,242.4,11311.3,720.9,821.6,70.9,42.4,45.3,2011,2,35.1068,129.0312
부산,201102,66.5,서구,95.4,188.3,11249.8,644.2,802.6,70.9,41.4,44.7,2011,2,35.1159,129.0225
부산,201102,61.5,동구,120.5,174.3,9587.7,705.0,828.5,70.9,41.8,45.3,2011,2,35.1299,129.049
부산,201102,57.0,영도구,110.3,206.7,11591.8,625.0,651.5,70.9,41.1,44.2,2011,2,35.0911,129.0655
부산,201102,64.0,부산진구,85.6,151.4,12848.7,640.9,683.5,70.9,39.1,41.5,2011,2,35.1631,129.0516
부산,201102,58.0,동래구,82.8,153.3,12553.3,725.3,696.8,70.9,38.4,40.8,2011,2,35.2048,129.0835
부산,201102,55.0,남구,81.3,152.1,12582.0,707.5,683.4,70.9,38.7,41.1,2011,2,35.1324,129.1037
부산,201102,63.0,북구,66.2,149.7,11491.4,543.2,591.9,70.9,37.0,39.3,2011,2,35.2164,129.0087
부산,201102,41.0,해운대구,83.2,212.6,11232.8,645.6,657.2,70.9,37.2,39.5,2011,2,35.1631,129.1607
부산,201102,75.0,사하구,79.9,144.0,12038.8,566.9,690.1,70.9,37.6,39.7,2011,2,35.1042,128.9733
부산,201102,61.0,금정구,69.9,203.4,10209.2,764.0,670.9,70.9,39.0,41.6,2011,2,35.2549,129.089
부산,201102,65.5,강서구,60.2,224.0,13504.7,764.7,670.4,70.9,40.5,43.2,2011,2,35.2111,128.9788
부산,201102,54.0,연제구,90.0,170.6,10484.9,808.6,732.2,70.9,38.8,41.1,2011,2,35.1802,129.0814
부산,201102,40.0,수영구,94.5,148.8,9600.9,749.3,700.1,70.9,39.8,42.3,2011,2,35.1576,129.114
부산,201102,70.0,사상구,83.3,160.0,13201.0,487.8,599.4,70.9,37.6,39.7,2011,2,35.1627,128.9783
부산,201102,43.5,기장군,74.9,201.7,16420.7,725.3,621.7,70.9,37.9,40.8,2011,2,35.3228,129.2262
대구,201102,66.0,중구,100.5,330.3,10141.0,729.8,767.6,64.4,41.0,44.5,2011,2,35.8683,128.5988
대구,201102,50.0,동구,87.6,260.8,10649.6,502.6,734.5,64.4,38.3,41.4,2011,2,35.8747,128.6269
대구,201102,76.0,서구,68.3,219.2,11322.5,513.0,710.6,64.4,39.0,42.1,2011,2,35.8704,128.5564
대구,201102,57.0,남구,63.3,179.2,8405.9,520.4,771.8,64.4,39.9,43.1,2011,2,35.8313,128.6097
대구,201102,67.5,북구,82.3,213.4,14028.1,500.0,704.6,64.4,35.4,37.8,2011,2,35.8923,128.5916
대구,201102,68.0,수성구,83.9,259.4,10495.1,569.5,738.9,64.4,35.9,39.0,2011,2,35.8572,128.6336
대구,201102,63.0,달서구,82.1,246.0,13294.9,461.1,744.2,64.4,35.2,37.7,2011,2,35.8223,128.541
대구,201102,52.0,달성군,78.2,336.6,14905.9,448.6,731.4,64.4,36.0,38.5,2011,2,35.7989,128.4989
인천,201102,82.5,중구,121.8,323.8,14250.8,454.2,722.4,32.5,38.6,40.8,2011,2,37.4643,126.5904
인천,201102,79.0,동구,80.1,681.1,14317.8,427.0,631.6,32.5,38.7,41.3,2011,2,37.4753,126.6369
인천,201102,83.0,남구,77.3,233.5,12850.8,468.9,592.1,32.5,37.8,39.8,2011,2,37.442,126.7019
인천,201102,81.0,연수구,79.9,175.1,8999.9,422.7,551.9,32.5,34.9,36.6,2011,2,37.4172,126.6788
인천,201102,79.66666667,남동구,76.3,191.3,13148.1,516.9,542.9,32.5,35.5,37.2,2011,2,37.402,126.7337
인천,201102,84.0,부평구,78.1,187.4,13172.4,430.4,538.4,32.5,36.1,37.9,2011,2,37.5088,126.7219
인천,201102,61.0,계양구,70.9,201.3,10808.3,358.4,528.3,32.5,34.8,36.2,2011,2,37.5393,126.7271
인천,201102,83.66666667,서구,67.6,135.1,14360.3,355.2,508.6,32.5,34.7,36.0,2011,2,37.5461,126.6766
인천,201102,69.0,강화군,112.3,339.9,7659.6,558.6,470.2,32.5,45.0,48.7,2011,2,37.7416,126.5092
광주,201102,62.0,동구,101.4,460.1,7468.9,901.5,509.9,59.8,40.3,43.0,2011,2,35.1399,126.9194
광주,201102,47.0,서구,77.4,229.3,10878.3,599.5,446.6,59.8,34.7,37.1,2011,2,35.1502,126.8565
광주,201102,54.0,남구,74.4,300.4,9361.3,716.3,510.9,59.8,36.8,39.3,2011,2,35.1333,126.9004
광주,201102,60.5,북구,81.4,302.6,11853.3,743.3,475.2,59.8,35.2,37.5,2011,2,35.1663,126.9185
광주,201102,82.0,광산구,77.2,290.5,13260.9,486.5,523.8,59.8,32.2,34.0,2011,2,35.1729,126.8118
대전,201102,47.0,동구,85.6,227.2,14865.2,518.1,586.2,44.8,37.6,40.0,2011,2,36.3515,127.4239
대전,201102,61.0,중구,90.4,209.4,12919.3,556.7,579.7,44.8,37.6,39.8,2011,2,36.3256,127.4266
대전,201102,61.5,서구,86.0,180.9,13493.6,450.4,569.8,44.8,34.8,36.7,2011,2,36.3503,127.3662
대전,201102,68.0,유성구,87.6,214.7,15387.6,501.1,529.6,44.8,33.0,34.8,2011,2,36.3625,127.3426
대전,201102,70.5,대덕구,91.6,178.7,17946.4,425.2,535.2,44.8,35.7,37.6,2011,2,36.368,127.405
울산,201102,63.0,중구,92.4,222.2,9970.6,532.6,668.0,76.1,36.3,38.5,2011,2,35.5664,129.319
울산,201102,57.16666667,남구,86.8,199.1,10639.2,517.6,669.3,76.1,35.1,36.8,2011,2,35.5388,129.316
울산,201102,64.0,동구,91.2,259.6,12462.5,413.5,665.0,76.1,35.1,36.8,2011,2,35.5259,129.4216
울산,201102,67.5,북구,101.4,280.5,15480.2,475.6,683.8,76.1,32.7,34.1,2011,2,35.5805,129.3552
울산,201102,55.0,울주군,72.3,201.3,12186.3,544.8,629.3,76.1,35.9,38.4,2011,2,35.5745,129.2165
서울,201103,54.0,종로구,116.4,224.5,13172.4,647.9,804.1,14.6,39.6,41.7,2011,3,37.5729,126.9794
서울,201103,65.0,중구,87.8,215.5,12433.8,681.7,788.3,14.6,40.0,42.0,2011,3,37.5641,126.997
서울,201103,71.0,용산구,121.3,180.1,14103.8,636.9,643.8,14.6,39.1,41.2,2011,3,37.5311,126.9814
서울,201103,70.0,성동구,93.1,244.4,14555.8,680.4,624.5,14.6,38.0,39.6,2011,3,37.5509,127.0407
서울,201103,64.0,광진구,114.0,170.7,16919.0,580.2,594.7,14.6,37.0,38.4,2011,3,37.5388,127.0827
서울,201103,70.0,동대문구,96.6,258.8,15339.8,743.1,713.8,14.6,38.8,40.5,2011,3,37.5744,127.0395
서울,201103,72.0,중랑구,102.0,186.9,15225.9,532.0,613.4,14.6,38.1,39.8,2011,3,37.6065,127.0927
서울,201103,56.0,성북구,109.0,204.1,18138.3,677.3,680.4,14.6,37.8,39.7,2011,3,37.6109,127.0273
서울,201103,57.0,강북구,84.9,259.1,14567.6,633.8,740.8,14.6,39.0,41.1,2011,3,37.6396,127.0257
서울,201103,64.0,도봉구,109.1,195.3,15679.5,588.4,653.2,14.6,37.9,39.8,2011,3,37.6688,127.0471
서울,201103,52.0,노원구,108.8,216.7,17026.3,560.3,702.2,14.6,36.4,38.8,2011,3,37.655,127.0778
서울,201103,68.0,은평구,117.5,187.2,18156.2,593.6,666.1,14.6,38.0,39.9,2011,3,37.6027,126.9288
서울,201103,65.0,서대문구,118.2,227.1,13167.8,697.5,766.7,14.6,38.4,40.6,2011,3,37.5794,126.9368
서울,201103,71.0,마포구,111.4,206.9,17693.3,643.4,690.6,14.6,37.4,39.2,2011,3,37.5662,126.9018
서울,201103,57.0,양천구,101.6,211.5,12573.5,633.5,671.9,14.6,36.2,38.0,2011,3,37.5271,126.8561
서울,201103,70.0,강서구,118.3,165.9,17026.7,574.8,636.5,14.6,36.8,38.8,2011,3,37.5509,126.8497
서울,201103,69.0,구로구,93.3,251.5,18417.1,618.1,649.9,14.6,37.5,38.9,2011,3,37.4954,126.8581
서울,201103,54.0,금천구,96.1,189.0,17414.3,548.4,702.4,14.6,38.2,39.8,2011,3,37.4574,126.8956
서울,201103,71.0,영등포구,137.1,269.5,16715.9,749.0,786.3,14.6,38.2,39.8,2011,3,37.5265,126.8962
서울,201103,60.0,동작구,152.5,195.8,14391.1,611.6,687.6,14.6,37.7,39.7,2011,3,37.4979,126.9828
서울,201103,71.0,관악구,111.1,215.2,14828.2,510.1,608.5,14.6,37.4,39.1,2011,3,37.4654,126.9436
서울,201103,71.0,서초구,135.4,180.6,12432.5,789.5,729.5,14.6,36.9,38.3,2011,3,37.4761,127.0376
서울,201103,70.0,강남구,109.1,240.9,11712.9,612.3,610.0,14.6,36.5,38.2,2011,3,37.5184,127.0473
서울,201103,64.0,송파구,117.3,201.3,13901.2,525.4,586.8,14.6,36.5,37.9,2011,3,37.5048,127.1147
서울,201103,62.0,강동구,120.0,170.7,12133.8,597.8,679.4,14.6,36.7,38.8,2011,3,37.5499,127.1465
부산,201103,57.0,중구,82.2,215.7,14375.8,920.2,936.6,31.2,42.5,45.4,2011,3,35.1068,129.0312
부산,201103,66.5,서구,128.5,279.7,13263.2,779.2,910.1,31.2,41.5,44.7,2011,3,35.1159,129.0225
부산,201103,62.5,동구,131.4,207.1,11648.1,775.7,939.1,31.2,41.8,45.3,2011,3,35.1299,129.049
부산,201103,57.0,영도구,111.0,238.1,13918.5,756.3,785.6,31.2,41.1,44.2,2011,3,35.0911,129.0655
부산,201103,64.0,부산진구,103.5,167.3,17246.4,777.9,769.0,31.2,39.1,41.5,2011,3,35.1631,129.0516
부산,201103,61.0,동래구,113.1,185.7,16542.1,858.9,834.6,31.2,38.4,40.9,2011,3,35.2048,129.0835
부산,201103,56.0,남구,91.1,174.8,16095.4,900.6,844.4,31.2,38.8,41.2,2011,3,35.1324,129.1037
부산,201103,63.0,북구,77.9,162.0,15126.9,704.2,681.2,31.2,37.1,39.4,2011,3,35.2164,129.0087
부산,201103,42.0,해운대구,99.9,254.5,14186.0,845.8,779.1,31.2,37.2,39.6,2011,3,35.1631,129.1607
부산,201103,72.0,사하구,90.9,170.2,15307.1,713.2,815.3,31.2,37.7,39.8,2011,3,35.1042,128.9733
부산,201103,62.5,금정구,84.4,209.2,12497.6,871.5,791.8,31.2,39.0,41.7,2011,3,35.2549,129.089
부산,201103,58.5,강서구,68.0,271.9,19163.3,1183.3,795.6,31.2,40.5,43.3,2011,3,35.2111,128.9788
부산,201103,56.0,연제구,116.7,181.4,12909.4,1047.2,903.3,31.2,38.8,41.2,2011,3,35.1802,129.0814
부산,201103,41.0,수영구,111.5,173.2,12104.2,1076.5,786.1,31.2,39.9,42.4,2011,3,35.1576,129.114
부산,201103,73.0,사상구,98.3,179.6,17260.1,598.6,736.6,31.2,37.7,39.7,2011,3,35.1627,128.9783
부산,201103,49.0,기장군,92.5,235.0,20287.7,807.6,712.3,31.2,38.0,40.9,2011,3,35.3228,129.2262
대구,201103,56.0,중구,126.6,365.5,13338.1,879.9,984.3,16.5,41.1,44.6,2011,3,35.8683,128.5988
대구,201103,53.0,동구,108.1,311.5,14532.9,629.5,859.0,16.5,38.4,41.5,2011,3,35.8747,128.6269
대구,201103,63.0,서구,80.0,245.3,14977.2,591.1,893.9,16.5,39.0,42.1,2011,3,35.8704,128.5564
대구,201103,41.0,남구,72.7,279.1,11378.2,720.3,948.6,16.5,40.0,43.2,2011,3,35.8313,128.6097
대구,201103,62.5,북구,94.0,283.9,18472.6,577.8,830.6,16.5,35.5,37.8,2011,3,35.8923,128.5916
대구,201103,59.5,수성구,96.9,285.2,13917.7,692.7,851.5,16.5,35.9,39.1,2011,3,35.8572,128.6336
대구,201103,57.0,달서구,88.0,284.2,17412.8,561.0,847.1,16.5,35.3,37.8,2011,3,35.8223,128.541
대구,201103,50.0,달성군,89.8,377.6,20577.1,497.9,834.5,16.5,36.0,38.5,2011,3,35.7989,128.4989
인천,201103,69.0,중구,127.2,416.8,19252.8,570.6,849.5,14.5,38.7,40.9,2011,3,37.4643,126.5904
인천,201103,59.0,동구,96.6,789.2,19957.6,433.3,836.2,14.5,38.8,41.3,2011,3,37.4753,126.6369
인천,201103,63.0,남구,80.4,226.6,17356.6,566.3,701.7,14.5,37.8,39.9,2011,3,37.442,126.7019
인천,201103,78.0,연수구,98.6,184.8,13216.6,508.9,613.7,14.5,35.0,36.7,2011,3,37.4172,126.6788
인천,201103,75.0,남동구,92.8,245.8,18484.9,598.8,626.3,14.5,35.6,37.3,2011,3,37.402,126.7337
인천,201103,71.0,부평구,100.5,211.1,17899.4,522.0,629.1,14.5,36.2,38.0,2011,3,37.5088,126.7219
인천,201103,68.0,계양구,84.8,200.1,14671.6,444.7,605.3,14.5,34.9,36.3,2011,3,37.5393,126.7271
인천,201103,73.33333333,서구,93.3,167.6,20850.2,429.5,543.4,14.5,34.7,36.0,2011,3,37.5461,126.6766
인천,201103,65.0,강화군,136.3,368.4,10009.1,676.9,608.0,14.5,45.1,48.8,2011,3,37.7416,126.5092
광주,201103,56.0,동구,126.8,483.6,9306.5,1001.9,632.0,23.1,40.3,43.0,2011,3,35.1399,126.9194
광주,201103,45.0,서구,108.5,282.1,13433.2,735.1,518.7,23.1,34.7,37.1,2011,3,35.1502,126.8565
광주,201103,52.0,남구,78.1,416.8,11722.0,809.9,600.3,23.1,36.8,39.4,2011,3,35.1333,126.9004
광주,201103,56.0,북구,99.4,338.4,15648.3,883.0,538.4,23.1,35.2,37.6,2011,3,35.1663,126.9185
광주,201103,70.0,광산구,94.5,304.9,18060.0,614.1,598.7,23.1,32.2,34.0,2011,3,35.1729,126.8118
대전,201103,49.0,동구,89.9,228.4,20041.0,629.2,672.5,19.0,37.6,40.1,2011,3,36.3515,127.4239
대전,201103,57.0,중구,97.2,234.6,17801.4,635.8,731.1,19.0,37.6,39.8,2011,3,36.3256,127.4266
대전,201103,59.0,서구,109.6,221.4,19064.4,536.5,690.0,19.0,34.8,36.7,2011,3,36.3503,127.3662
대전,201103,61.0,유성구,100.9,240.2,21714.7,571.1,685.6,19.0,33.1,34.8,2011,3,36.3625,127.3426
대전,201103,65.0,대덕구,99.3,219.6,22783.3,556.2,588.8,19.0,35.7,37.7,2011,3,36.368,127.405
울산,201103,62.0,중구,113.1,237.3,13386.3,575.2,716.1,18.5,36.4,38.6,2011,3,35.5664,129.319
울산,201103,61.66666667,남구,111.5,221.2,14402.2,567.4,754.3,18.5,35.1,36.8,2011,3,35.5388,129.316
울산,201103,55.0,동구,105.1,335.1,17154.4,561.6,773.6,18.5,35.1,36.8,2011,3,35.5259,129.4216
울산,201103,76.0,북구,106.8,354.5,22330.5,551.8,815.3,18.5,32.8,34.2,2011,3,35.5805,129.3552
울산,201103,61.33333333,울주군,102.6,259.9,17344.6,654.7,703.0,18.5,36.0,38.5,2011,3,35.5745,129.2165
서울,201104,58.0,종로구,99.8,177.0,12982.4,596.9,722.2,110.1,39.6,41.7,2011,4,37.5729,126.9794
서울,201104,54.0,중구,104.4,238.0,13759.0,626.9,690.7,110.1,40.1,42.0,2011,4,37.5641,126.997
서울,201104,58.0,용산구,103.9,166.3,14202.4,528.2,574.0,110.1,39.1,41.2,2011,4,37.5311,126.9814
서울,201104,61.0,성동구,81.5,223.8,15495.6,533.1,541.1,110.1,38.0,39.6,2011,4,37.5509,127.0407
서울,201104,56.0,광진구,92.5,180.9,18002.6,502.0,518.4,110.1,37.1,38.4,2011,4,37.5388,127.0827
서울,201104,58.0,동대문구,84.3,208.5,15464.6,650.6,656.4,110.1,38.8,40.6,2011,4,37.5744,127.0395
