sido_code,sigungu_code,sido,yyyymm,pm10,sigungu,precipitation,male_avg_age,female_avg_age,year,month,ISO,disease_type,value
26,26260,부산,201308,52.0,동래구,144.5,39.8,42.2,2013,8,KR-26,폐암,171.0
26,26290,부산,201308,51.0,남구,144.5,40.0,42.5,2013,8,KR-26,폐암,178.6
26,26320,부산,201308,56.0,북구,144.5,38.4,40.6,2013,8,KR-26,폐암,137.5
26,26350,부산,201308,38.0,해운대구,144.5,38.4,40.8,2013,8,KR-26,폐암,180.5
26,26380,부산,201308,61.0,사하구,144.5,39.0,41.1,2013,8,KR-26,폐암,144.9
26,26410,부산,201308,47.5,금정구,144.5,40.3,43.0,2013,8,KR-26,폐암,132.1
26,26440,부산,201308,51.5,강서구,144.5,40.6,43.0,2013,8,KR-26,폐암,197.5
26,26470,부산,201308,38.0,연제구,144.5,40.1,42.4,2013,8,KR-26,폐암,140.5
26,26500,부산,201308,36.0,수영구,144.5,41.2,43.7,2013,8,KR-26,폐암,163.9
26,26530,부산,201308,55.0,사상구,144.5,39.1,41.3,2013,8,KR-26,폐암,154.0
26,26710,부산,201308,36.0,기장군,144.5,37.8,40.6,2013,8,KR-26,폐암,171.3
27,27110,대구,201308,38.0,중구,203.0,42.1,45.5,2013,8,KR-27,폐암,211.2
27,27140,대구,201308,36.0,동구,203.0,39.6,42.8,2013,8,KR-27,폐암,181.2
27,27170,대구,201308,51.0,서구,203.0,40.5,43.7,2013,8,KR-27,폐암,102.1
27,27200,대구,201308,38.0,남구,203.0,41.3,44.7,2013,8,KR-27,폐암,163.2
27,27230,대구,201308,44.0,북구,203.0,36.7,39.2,2013,8,KR-27,폐암,176.9
27,27260,대구,201308,34.0,수성구,203.0,37.1,40.2,2013,8,KR-27,폐암,169.0
27,27290,대구,201308,38.0,달서구,203.0,36.5,39.0,2013,8,KR-27,폐암,154.5
27,27710,대구,201308,33.0,달성군,203.0,37.1,39.5,2013,8,KR-27,폐암,227.3
28,28110,인천,201308,38.0,중구,120.7,39.2,41.1,2013,8,KR-28,폐암,186.5
28,28140,인천,201308,39.0,동구,120.7,40.2,42.9,2013,8,KR-28,폐암,305.0
28,28170,인천,201308,39.0,남구,120.7,39.0,41.2,2013,8,KR-28,폐암,185.5
28,28185,인천,201308,34.0,연수구,120.7,35.9,37.6,2013,8,KR-28,폐암,138.5
28,28200,인천,201308,38.66666667,남동구,120.7,36.6,38.4,2013,8,KR-28,폐암,170.4
28,28237,인천,201308,45.0,부평구,120.7,37.5,39.3,2013,8,KR-28,폐암,149.0
28,28245,인천,201308,45.0,계양구,120.7,36.3,37.8,2013,8,KR-28,폐암,155.6
28,28260,인천,201308,43.66666667,서구,120.7,35.5,36.7,2013,8,KR-28,폐암,129.2
28,28710,인천,201308,37.0,강화군,120.7,46.7,50.3,2013,8,KR-28,폐암,182.8
29,29110,광주,201308,28.0,동구,293.2,41.5,44.2,2013,8,KR-29,폐암,149.5
29,29140,광주,201308,28.0,서구,293.2,35.8,38.2,2013,8,KR-29,폐암,194.4
29,29155,광주,201308,28.0,남구,293.2,38.0,40.6,2013,8,KR-29,폐암,142.4
29,29170,광주,201308,34.0,북구,293.2,36.7,39.1,2013,8,KR-29,폐암,169.7
29,29200,광주,201308,42.0,광산구,293.2,33.2,35.0,2013,8,KR-29,폐암,142.3
30,30110,대전,201308,21.0,동구,126.6,38.6,41.0,2013,8,KR-30,폐암,132.5
30,30140,대전,201308,31.0,중구,126.6,38.7,41.0,2013,8,KR-30,폐암,185.7
30,30170,대전,201308,30.5,서구,126.6,36.0,37.9,2013,8,KR-30,폐암,143.5
30,30200,대전,201308,24.0,유성구,126.6,34.0,35.8,2013,8,KR-30,폐암,169.1
30,30230,대전,201308,33.0,대덕구,126.6,37.1,39.1,2013,8,KR-30,폐암,127.2
31,31110,울산,201308,53.0,중구,47.7,37.7,40.0,2013,8,KR-31,폐암,161.5
31,31140,울산,201308,51.5,남구,47.7,36.4,38.1,2013,8,KR-31,폐암,141.5
31,31170,울산,201308,51.0,동구,47.7,35.9,37.4,2013,8,KR-31,폐암,182.1
31,31200,울산,201308,53.5,북구,47.7,34.0,35.3,2013,8,KR-31,폐암,140.6
31,31710,울산,201308,43.66666667,울주군,47.7,37.3,39.5,2013,8,KR-31,폐암,174.9
11,11110,서울,201309,29.0,종로구,138.5,40.9,42.9,2013,9,KR-11,폐암,183.0
11,11140,서울,201309,28.0,중구,138.5,41.2,43.0,2013,9,KR-11,폐암,214.6
11,11170,서울,201309,28.0,용산구,138.5,40.1,42.2,2013,9,KR-11,폐암,147.7
11,11200,서울,201309,27.0,성동구,138.5,39.0,40.6,2013,9,KR-11,폐암,156.3
11,11215,서울,201309,27.0,광진구,138.5,38.2,39.6,2013,9,KR-11,폐암,161.3
11,11230,서울,201309,29.0,동대문구,138.5,39.9,41.7,2013,9,KR-11,폐암,149.9
11,11260,서울,201309,27.0,중랑구,138.5,39.5,41.2,2013,9,KR-11,폐암,135.3
11,11290,서울,201309,27.0,성북구,138.5,38.9,40.8,2013,9,KR-11,폐암,143.3
11,11305,서울,201309,29.0,강북구,138.5,40.2,42.4,2013,9,KR-11,폐암,139.4
11,11320,서울,201309,27.0,도봉구,138.5,39.3,41.3,2013,9,KR-11,폐암,146.1
11,11350,서울,201309,27.0,노원구,138.5,37.6,40.0,2013,9,KR-11,폐암,114.0
11,11380,서울,201309,28.0,은평구,138.5,39.1,41.0,2013,9,KR-11,폐암,179.5
11,11410,서울,201309,27.0,서대문구,138.5,39.5,41.8,2013,9,KR-11,폐암,164.0
11,11440,서울,201309,30.0,마포구,138.5,38.4,40.2,2013,9,KR-11,폐암,130.7
11,11470,서울,201309,29.0,양천구,138.5,37.4,39.2,2013,9,KR-11,폐암,119.6
11,11500,서울,201309,30.0,강서구,138.5,38.1,40.0,2013,9,KR-11,폐암,150.6
11,11530,서울,201309,30.0,구로구,138.5,38.6,40.0,2013,9,KR-11,폐암,178.8
11,11545,서울,201309,29.0,금천구,138.5,39.6,41.2,2013,9,KR-11,폐암,180.1
11,11560,서울,201309,30.0,영등포구,138.5,39.5,40.9,2013,9,KR-11,폐암,154.2
11,11590,서울,201309,24.0,동작구,138.5,38.7,40.7,2013,9,KR-11,폐암,140.7
11,11620,서울,201309,31.0,관악구,138.5,38.6,40.3,2013,9,KR-11,폐암,160.2
11,11650,서울,201309,28.0,서초구,138.5,37.6,38.9,2013,9,KR-11,폐암,178.8
11,11680,서울,201309,30.0,강남구,138.5,37.5,39.2,2013,9,KR-11,폐암,135.0
11,11710,서울,201309,25.0,송파구,138.5,37.6,39.0,2013,9,KR-11,폐암,131.1
11,11740,서울,201309,26.0,강동구,138.5,38.1,40.0,2013,9,KR-11,폐암,122.7
26,26110,부산,201309,32.0,중구,30.2,43.8,46.9,2013,9,KR-26,폐암,226.0
26,26140,부산,201309,40.0,서구,30.2,43.0,46.2,2013,9,KR-26,폐암,185.2
26,26170,부산,201309,36.0,동구,30.2,43.4,46.9,2013,9,KR-26,폐암,159.4
26,26200,부산,201309,39.0,영도구,30.2,42.8,46.1,2013,9,KR-26,폐암,184.8
26,26230,부산,201309,31.0,부산진구,30.2,40.3,42.7,2013,9,KR-26,폐암,167.3
26,26260,부산,201309,32.0,동래구,30.2,39.8,42.3,2013,9,KR-26,폐암,180.3
26,26290,부산,201309,35.0,남구,30.2,40.0,42.5,2013,9,KR-26,폐암,178.6
26,26320,부산,201309,42.0,북구,30.2,38.4,40.7,2013,9,KR-26,폐암,130.8
26,26350,부산,201309,21.0,해운대구,30.2,38.5,40.9,2013,9,KR-26,폐암,151.3
26,26380,부산,201309,49.0,사하구,30.2,39.0,41.2,2013,9,KR-26,폐암,159.0
26,26410,부산,201309,35.5,금정구,30.2,40.3,43.0,2013,9,KR-26,폐암,129.0
26,26440,부산,201309,43.0,강서구,30.2,40.6,43.0,2013,9,KR-26,폐암,150.3
26,26470,부산,201309,26.0,연제구,30.2,40.1,42.5,2013,9,KR-26,폐암,138.1
26,26500,부산,201309,25.0,수영구,30.2,41.2,43.8,2013,9,KR-26,폐암,156.5
26,26530,부산,201309,41.0,사상구,30.2,39.2,41.3,2013,9,KR-26,폐암,174.6
26,26710,부산,201309,22.0,기장군,30.2,37.7,40.5,2013,9,KR-26,폐암,134.3
27,27110,대구,201309,30.0,중구,96.7,42.1,45.5,2013,9,KR-27,폐암,192.8
27,27140,대구,201309,26.0,동구,96.7,39.6,42.8,2013,9,KR-27,폐암,200.4
27,27170,대구,201309,37.0,서구,96.7,40.6,43.7,2013,9,KR-27,폐암,123.5
27,27200,대구,201309,27.0,남구,96.7,41.4,44.7,2013,9,KR-27,폐암,187.3
27,27230,대구,201309,35.0,북구,96.7,36.8,39.2,2013,9,KR-27,폐암,147.6
27,27260,대구,201309,29.0,수성구,96.7,37.2,40.2,2013,9,KR-27,폐암,146.9
27,27290,대구,201309,34.0,달서구,96.7,36.6,39.0,2013,9,KR-27,폐암,117.1
27,27710,대구,201309,29.0,달성군,96.7,37.1,39.6,2013,9,KR-27,폐암,176.3
28,28110,인천,201309,33.5,중구,204.5,39.2,41.1,2013,9,KR-28,폐암,212.5
28,28140,인천,201309,36.0,동구,204.5,40.2,42.9,2013,9,KR-28,폐암,290.3
28,28170,인천,201309,34.0,남구,204.5,39.0,41.3,2013,9,KR-28,폐암,156.8
28,28185,인천,201309,32.0,연수구,204.5,36.0,37.6,2013,9,KR-28,폐암,101.9
28,28200,인천,201309,34.0,남동구,204.5,36.7,38.4,2013,9,KR-28,폐암,134.3
28,28237,인천,201309,35.0,부평구,204.5,37.5,39.4,2013,9,KR-28,폐암,114.4
28,28245,인천,201309,37.0,계양구,204.5,36.4,37.8,2013,9,KR-28,폐암,147.8
28,28260,인천,201309,36.0,서구,204.5,35.5,36.7,2013,9,KR-28,폐암,97.7
28,28710,인천,201309,33.0,강화군,204.5,46.7,50.4,2013,9,KR-28,폐암,248.7
29,29110,광주,201309,28.0,동구,88.5,41.5,44.2,2013,9,KR-29,폐암,224.2
29,29140,광주,201309,29.0,서구,88.5,35.9,38.3,2013,9,KR-29,폐암,165.3
29,29155,광주,201309,30.0,남구,88.5,38.0,40.7,2013,9,KR-29,폐암,174.8
29,29170,광주,201309,36.0,북구,88.5,36.7,39.2,2013,9,KR-29,폐암,165.2
29,29200,광주,201309,44.0,광산구,88.5,33.2,35.0,2013,9,KR-29,폐암,110.5
30,30110,대전,201309,23.0,동구,146.4,38.6,41.0,2013,9,KR-30,폐암,160.0
30,30140,대전,201309,28.0,중구,146.4,38.8,41.0,2013,9,KR-30,폐암,190.6
30,30170,대전,201309,28.5,서구,146.4,36.1,37.9,2013,9,KR-30,폐암,121.9
30,30200,대전,201309,23.0,유성구,146.4,34.1,35.8,2013,9,KR-30,폐암,88.5
30,30230,대전,201309,34.5,대덕구,146.4,37.1,39.1,2013,9,KR-30,폐암,128.7
31,31110,울산,201309,33.0,중구,49.6,37.7,40.0,2013,9,KR-31,폐암,139.8
31,31140,울산,201309,34.33333333,남구,49.6,36.4,38.1,2013,9,KR-31,폐암,118.6
31,31170,울산,201309,28.0,동구,49.6,35.9,37.5,2013,9,KR-31,폐암,144.0
31,31200,울산,201309,34.5,북구,49.6,34.0,35.4,2013,9,KR-31,폐암,109.9
31,31710,울산,201309,29.33333333,울주군,49.6,37.3,39.5,2013,9,KR-31,폐암,143.3
11,11110,서울,201310,30.0,종로구,13.5,40.9,42.9,2013,10,KR-11,폐암,189.3
11,11140,서울,201310,30.0,중구,13.5,41.2,43.1,2013,10,KR-11,폐암,207.0
11,11170,서울,201310,30.0,용산구,13.5,40.1,42.3,2013,10,KR-11,폐암,160.2
11,11200,서울,201310,28.0,성동구,13.5,39.1,40.6,2013,10,KR-11,폐암,152.7
11,11215,서울,201310,30.0,광진구,13.5,38.3,39.6,2013,10,KR-11,폐암,161.8
11,11230,서울,201310,30.0,동대문구,13.5,39.9,41.7,2013,10,KR-11,폐암,177.3
11,11260,서울,201310,27.0,중랑구,13.5,39.6,41.2,2013,10,KR-11,폐암,126.7
11,11290,서울,201310,27.0,성북구,13.5,39.0,40.9,2013,10,KR-11,폐암,168.9
11,11305,서울,201310,30.0,강북구,13.5,40.3,42.5,2013,10,KR-11,폐암,163.3
11,11320,서울,201310,27.0,도봉구,13.5,39.4,41.4,2013,10,KR-11,폐암,166.5
11,11350,서울,201310,28.0,노원구,13.5,37.6,40.0,2013,10,KR-11,폐암,114.1
11,11380,서울,201310,27.0,은평구,13.5,39.1,41.1,2013,10,KR-11,폐암,187.2
11,11410,서울,201310,27.0,서대문구,13.5,39.6,41.8,2013,10,KR-11,폐암,166.8
11,11440,서울,201310,31.0,마포구,13.5,38.4,40.2,2013,10,KR-11,폐암,140.1
11,11470,서울,201310,31.0,양천구,13.5,37.4,39.2,2013,10,KR-11,폐암,134.2
11,11500,서울,201310,32.0,강서구,13.5,38.2,40.0,2013,10,KR-11,폐암,163.4
11,11530,서울,201310,32.0,구로구,13.5,38.6,40.1,2013,10,KR-11,폐암,189.2
11,11545,서울,201310,29.0,금천구,13.5,39.7,41.3,2013,10,KR-11,폐암,206.2
11,11560,서울,201310,30.0,영등포구,13.5,39.5,41.0,2013,10,KR-11,폐암,170.3
11,11590,서울,201310,26.0,동작구,13.5,38.7,40.7,2013,10,KR-11,폐암,167.7
11,11620,서울,201310,32.0,관악구,13.5,38.7,40.4,2013,10,KR-11,폐암,145.7
11,11650,서울,201310,29.0,서초구,13.5,37.6,39.0,2013,10,KR-11,폐암,208.9
11,11680,서울,201310,29.0,강남구,13.5,37.5,39.2,2013,10,KR-11,폐암,146.6
11,11710,서울,201310,29.0,송파구,13.5,37.6,39.0,2013,10,KR-11,폐암,131.8
11,11740,서울,201310,28.0,강동구,13.5,38.1,40.1,2013,10,KR-11,폐암,144.6
26,26110,부산,201310,39.0,중구,91.2,43.8,46.9,2013,10,KR-26,폐암,211.2
26,26140,부산,201310,48.0,서구,91.2,43.0,46.3,2013,10,KR-26,폐암,207.1
26,26170,부산,201310,40.0,동구,91.2,43.5,46.9,2013,10,KR-26,폐암,169.8
26,26200,부산,201310,49.0,영도구,91.2,42.9,46.1,2013,10,KR-26,폐암,200.3
26,26230,부산,201310,40.0,부산진구,91.2,40.4,42.7,2013,10,KR-26,폐암,163.9
26,26260,부산,201310,35.0,동래구,91.2,39.9,42.3,2013,10,KR-26,폐암,224.1
26,26290,부산,201310,41.0,남구,91.2,40.0,42.6,2013,10,KR-26,폐암,183.4
26,26320,부산,201310,42.0,북구,91.2,38.5,40.7,2013,10,KR-26,폐암,146.9
26,26350,부산,201310,24.0,해운대구,91.2,38.5,40.9,2013,10,KR-26,폐암,171.8
26,26380,부산,201310,54.0,사하구,91.2,39.0,41.2,2013,10,KR-26,폐암,169.6
26,26410,부산,201310,39.5,금정구,91.2,40.3,43.1,2013,10,KR-26,폐암,153.0
26,26440,부산,201310,47.0,강서구,91.2,40.6,43.0,2013,10,KR-26,폐암,158.9
26,26470,부산,201310,38.0,연제구,91.2,40.2,42.5,2013,10,KR-26,폐암,163.4
26,26500,부산,201310,25.0,수영구,91.2,41.2,43.8,2013,10,KR-26,폐암,191.9
26,26530,부산,201310,49.0,사상구,91.2,39.2,41.4,2013,10,KR-26,폐암,194.5
26,26710,부산,201310,25.0,기장군,91.2,37.6,40.4,2013,10,KR-26,폐암,181.1
27,27110,대구,201310,36.0,중구,107.5,42.1,45.6,2013,10,KR-27,폐암,191.5
27,27140,대구,201310,31.0,동구,107.5,39.7,42.8,2013,10,KR-27,폐암,205.4
27,27170,대구,201310,40.0,서구,107.5,40.7,43.8,2013,10,KR-27,폐암,134.6
27,27200,대구,201310,28.0,남구,107.5,41.4,44.8,2013,10,KR-27,폐암,192.7
27,27230,대구,201310,41.5,북구,107.5,36.8,39.3,2013,10,KR-27,폐암,163.6
27,27260,대구,201310,28.5,수성구,107.5,37.2,40.3,2013,10,KR-27,폐암,147.1
27,27290,대구,201310,35.0,달서구,107.5,36.6,39.0,2013,10,KR-27,폐암,128.8
27,27710,대구,201310,29.0,달성군,107.5,37.2,39.6,2013,10,KR-27,폐암,182.3
28,28110,인천,201310,34.5,중구,5.1,39.2,41.1,2013,10,KR-28,폐암,167.0
28,28140,인천,201310,39.0,동구,5.1,40.3,43.0,2013,10,KR-28,폐암,330.3
28,28170,인천,201310,38.0,남구,5.1,39.1,41.3,2013,10,KR-28,폐암,210.3
28,28185,인천,201310,33.0,연수구,5.1,36.0,37.6,2013,10,KR-28,폐암,112.6
28,28200,인천,201310,36.0,남동구,5.1,36.7,38.5,2013,10,KR-28,폐암,151.9
28,28237,인천,201310,38.0,부평구,5.1,37.6,39.4,2013,10,KR-28,폐암,122.6
28,28245,인천,201310,38.0,계양구,5.1,36.4,37.9,2013,10,KR-28,폐암,140.5
28,28260,인천,201310,38.0,서구,5.1,35.5,36.8,2013,10,KR-28,폐암,99.0
28,28710,인천,201310,34.0,강화군,5.1,46.8,50.4,2013,10,KR-28,폐암,332.7
29,29110,광주,201310,26.0,동구,30.8,41.6,44.2,2013,10,KR-29,폐암,236.9
29,29140,광주,201310,28.0,서구,30.8,35.9,38.3,2013,10,KR-29,폐암,188.7
29,29155,광주,201310,31.0,남구,30.8,38.1,40.7,2013,10,KR-29,폐암,182.2
29,29170,광주,201310,33.0,북구,30.8,36.8,39.2,2013,10,KR-29,폐암,154.0
29,29200,광주,201310,44.0,광산구,30.8,33.2,35.0,2013,10,KR-29,폐암,127.0
30,30110,대전,201310,29.0,동구,19.6,38.7,41.0,2013,10,KR-30,폐암,160.4
30,30140,대전,201310,31.0,중구,19.6,38.8,41.1,2013,10,KR-30,폐암,215.2
30,30170,대전,201310,28.0,서구,19.6,36.1,38.0,2013,10,KR-30,폐암,136.9
30,30200,대전,201310,22.0,유성구,19.6,34.1,35.8,2013,10,KR-30,폐암,77.1
30,30230,대전,201310,36.0,대덕구,19.6,37.2,39.2,2013,10,KR-30,폐암,121.4
31,31110,울산,201310,38.0,중구,129.9,37.8,40.0,2013,10,KR-31,폐암,189.7
31,31140,울산,201310,38.0,남구,129.9,36.5,38.2,2013,10,KR-31,폐암,132.6
31,31170,울산,201310,35.0,동구,129.9,35.9,37.5,2013,10,KR-31,폐암,124.4
31,31200,울산,201310,39.5,북구,129.9,34.1,35.4,2013,10,KR-31,폐암,120.1
31,31710,울산,201310,32.66666667,울주군,129.9,37.4,39.6,2013,10,KR-31,폐암,153.8
11,11110,서울,201311,42.0,종로구,46.8,41.0,42.9,2013,11,KR-11,폐암,176.8
11,11140,서울,201311,43.0,중구,46.8,41.3,43.2,2013,11,KR-11,폐암,183.2
11,11170,서울,201311,43.0,용산구,46.8,40.2,42.3,2013,11,KR-11,폐암,133.5
11,11200,서울,201311,42.0,성동구,46.8,39.1,40.7,2013,11,KR-11,폐암,161.4
11,11215,서울,201311,46.0,광진구,46.8,38.3,39.6,2013,11,KR-11,폐암,181.9
11,11230,서울,201311,42.0,동대문구,46.8,39.9,41.8,2013,11,KR-11,폐암,151.5
11,11260,서울,201311,41.0,중랑구,46.8,39.6,41.3,2013,11,KR-11,폐암,148.5
11,11290,서울,201311,37.0,성북구,46.8,39.0,40.9,2013,11,KR-11,폐암,150.0
11,11305,서울,201311,43.0,강북구,46.8,40.3,42.5,2013,11,KR-11,폐암,158.8
11,11320,서울,201311,41.0,도봉구,46.8,39.4,41.4,2013,11,KR-11,폐암,172.9
11,11350,서울,201311,40.0,노원구,46.8,37.6,40.1,2013,11,KR-11,폐암,115.8
11,11380,서울,201311,41.0,은평구,46.8,39.2,41.1,2013,11,KR-11,폐암,166.6
11,11410,서울,201311,42.0,서대문구,46.8,39.6,41.9,2013,11,KR-11,폐암,189.1
11,11440,서울,201311,45.0,마포구,46.8,38.5,40.2,2013,11,KR-11,폐암,185.1
11,11470,서울,201311,46.0,양천구,46.8,37.5,39.3,2013,11,KR-11,폐암,132.6
11,11500,서울,201311,45.0,강서구,46.8,38.2,40.1,2013,11,KR-11,폐암,143.6
11,11530,서울,201311,45.0,구로구,46.8,38.7,40.1,2013,11,KR-11,폐암,161.0
11,11545,서울,201311,42.0,금천구,46.8,39.7,41.3,2013,11,KR-11,폐암,179.7
11,11560,서울,201311,44.0,영등포구,46.8,39.6,41.0,2013,11,KR-11,폐암,194.8
11,11590,서울,201311,36.0,동작구,46.8,38.7,40.7,2013,11,KR-11,폐암,164.6
11,11620,서울,201311,46.0,관악구,46.8,38.7,40.4,2013,11,KR-11,폐암,159.3
11,11650,서울,201311,44.0,서초구,46.8,37.6,39.0,2013,11,KR-11,폐암,172.3
11,11680,서울,201311,44.0,강남구,46.8,37.6,39.2,2013,11,KR-11,폐암,147.4
11,11710,서울,201311,42.0,송파구,46.8,37.6,39.1,2013,11,KR-11,폐암,121.8
11,11740,서울,201311,42.0,강동구,46.8,38.2,40.1,2013,11,KR-11,폐암,138.4
26,26110,부산,201311,48.0,중구,61.6,43.8,47.0,2013,11,KR-26,폐암,169.0
26,26140,부산,201311,55.0,서구,61.6,43.1,46.3,2013,11,KR-26,폐암,165.8
26,26170,부산,201311,44.0,동구,61.6,43.6,47.0,2013,11,KR-26,폐암,180.2
26,26200,부산,201311,52.0,영도구,61.6,42.9,46.2,2013,11,KR-26,폐암,197.3
26,26230,부산,201311,43.0,부산진구,61.6,40.4,42.8,2013,11,KR-26,폐암,163.4
26,26260,부산,201311,42.0,동래구,61.6,39.9,42.4,2013,11,KR-26,폐암,182.9
26,26290,부산,201311,43.0,남구,61.6,40.1,42.6,2013,11,KR-26,폐암,167.9
26,26320,부산,201311,45.0,북구,61.6,38.5,40.8,2013,11,KR-26,폐암,119.5
26,26350,부산,201311,29.0,해운대구,61.6,38.5,41.0,2013,11,KR-26,폐암,140.5
26,26380,부산,201311,66.0,사하구,61.6,39.1,41.3,2013,11,KR-26,폐암,156.1
26,26410,부산,201311,38.0,금정구,61.6,40.4,43.1,2013,11,KR-26,폐암,132.1
26,26440,부산,201311,54.0,강서구,61.6,40.6,42.9,2013,11,KR-26,폐암,154.6
26,26470,부산,201311,43.0,연제구,61.6,40.2,42.6,2013,11,KR-26,폐암,167.7
26,26500,부산,201311,29.0,수영구,61.6,41.3,43.9,2013,11,KR-26,폐암,211.3
26,26530,부산,201311,59.0,사상구,61.6,39.3,41.4,2013,11,KR-26,폐암,172.2
26,26710,부산,201311,28.0,기장군,61.6,37.6,40.3,2013,11,KR-26,폐암,132.1
27,27110,대구,201311,44.0,중구,39.8,42.2,45.6,2013,11,KR-27,폐암,169.2
27,27140,대구,201311,39.0,동구,39.8,39.7,42.8,2013,11,KR-27,폐암,188.8
27,27170,대구,201311,47.0,서구,39.8,40.7,43.8,2013,11,KR-27,폐암,141.6
27,27200,대구,201311,34.0,남구,39.8,41.5,44.8,2013,11,KR-27,폐암,185.5
27,27230,대구,201311,46.5,북구,39.8,36.9,39.3,2013,11,KR-27,폐암,155.3
27,27260,대구,201311,36.5,수성구,39.8,37.2,40.3,2013,11,KR-27,폐암,129.9
27,27290,대구,201311,43.0,달서구,39.8,36.7,39.1,2013,11,KR-27,폐암,107.6
27,27710,대구,201311,34.0,달성군,39.8,37.2,39.6,2013,11,KR-27,폐암,173.0
28,28110,인천,201311,45.0,중구,44.8,39.3,41.1,2013,11,KR-28,폐암,162.4
28,28140,인천,201311,49.0,동구,44.8,40.3,43.1,2013,11,KR-28,폐암,254.4
28,28170,인천,201311,47.0,남구,44.8,39.1,41.4,2013,11,KR-28,폐암,190.1
28,28185,인천,201311,40.0,연수구,44.8,36.0,37.6,2013,11,KR-28,폐암,124.5
28,28200,인천,201311,47.33333333,남동구,44.8,36.7,38.5,2013,11,KR-28,폐암,139.2
28,28237,인천,201311,50.0,부평구,44.8,37.6,39.5,2013,11,KR-28,폐암,120.1
28,28245,인천,201311,49.0,계양구,44.8,36.5,37.9,2013,11,KR-28,폐암,157.1
28,28260,인천,201311,48.66666667,서구,44.8,35.6,36.8,2013,11,KR-28,폐암,102.2
28,28710,인천,201311,41.0,강화군,44.8,46.8,50.5,2013,11,KR-28,폐암,260.7
29,29110,광주,201311,33.0,동구,95.0,41.6,44.3,2013,11,KR-29,폐암,235.9
29,29140,광주,201311,35.0,서구,95.0,36.0,38.4,2013,11,KR-29,폐암,201.7
29,29155,광주,201311,37.0,남구,95.0,38.1,40.8,2013,11,KR-29,폐암,199.3
29,29170,광주,201311,37.5,북구,95.0,36.8,39.3,2013,11,KR-29,폐암,170.6
29,29200,광주,201311,54.0,광산구,95.0,33.3,35.1,2013,11,KR-29,폐암,119.1
30,30110,대전,201311,38.0,동구,63.1,38.7,41.1,2013,11,KR-30,폐암,170.8
30,30140,대전,201311,35.0,중구,63.1,38.8,41.1,2013,11,KR-30,폐암,215.2
30,30170,대전,201311,36.0,서구,63.1,36.1,38.0,2013,11,KR-30,폐암,126.9
30,30200,대전,201311,32.0,유성구,63.1,34.1,35.9,2013,11,KR-30,폐암,95.6
30,30230,대전,201311,46.0,대덕구,63.1,37.3,39.3,2013,11,KR-30,폐암,140.9
31,31110,울산,201311,45.0,중구,40.9,37.8,40.0,2013,11,KR-31,폐암,169.6
31,31140,울산,201311,41.33333333,남구,40.9,36.5,38.2,2013,11,KR-31,폐암,123.8
31,31170,울산,201311,41.0,동구,40.9,36.0,37.5,2013,11,KR-31,폐암,103.1
31,31200,울산,201311,46.0,북구,40.9,34.1,35.5,2013,11,KR-31,폐암,110.9
31,31710,울산,201311,37.33333333,울주군,40.9,37.4,39.6,2013,11,KR-31,폐암,144.7
11,11110,서울,201312,51.0,종로구,24.7,41.0,43.0,2013,12,KR-11,폐암,197.4
11,11140,서울,201312,54.0,중구,24.7,41.3,43.2,2013,12,KR-11,폐암,178.6
11,11170,서울,201312,55.0,용산구,24.7,40.2,42.3,2013,12,KR-11,폐암,173.9
11,11200,서울,201312,55.0,성동구,24.7,39.2,40.7,2013,12,KR-11,폐암,163.4
11,11215,서울,201312,59.0,광진구,24.7,38.4,39.7,2013,12,KR-11,폐암,184.9
11,11230,서울,201312,57.0,동대문구,24.7,40.0,41.8,2013,12,KR-11,폐암,180.6
11,11260,서울,201312,56.0,중랑구,24.7,39.7,41.3,2013,12,KR-11,폐암,160.0
11,11290,서울,201312,51.0,성북구,24.7,39.1,41.0,2013,12,KR-11,폐암,163.2
11,11305,서울,201312,58.0,강북구,24.7,40.4,42.6,2013,12,KR-11,폐암,152.9
11,11320,서울,201312,56.0,도봉구,24.7,39.5,41.5,2013,12,KR-11,폐암,169.0
11,11350,서울,201312,56.0,노원구,24.7,37.7,40.1,2013,12,KR-11,폐암,124.1
11,11380,서울,201312,54.0,은평구,24.7,39.2,41.2,2013,12,KR-11,폐암,180.9
11,11410,서울,201312,52.0,서대문구,24.7,39.7,41.9,2013,12,KR-11,폐암,215.5
11,11440,서울,201312,59.0,마포구,24.7,38.5,40.3,2013,12,KR-11,폐암,163.9
11,11470,서울,201312,59.0,양천구,24.7,37.5,39.3,2013,12,KR-11,폐암,132.6
11,11500,서울,201312,58.0,강서구,24.7,38.2,40.1,2013,12,KR-11,폐암,140.8
11,11530,서울,201312,56.0,구로구,24.7,38.8,40.2,2013,12,KR-11,폐암,188.5
11,11545,서울,201312,51.0,금천구,24.7,39.8,41.4,2013,12,KR-11,폐암,217.0
11,11560,서울,201312,56.0,영등포구,24.7,39.6,41.1,2013,12,KR-11,폐암,184.7
11,11590,서울,201312,46.0,동작구,24.7,38.8,40.8,2013,12,KR-11,폐암,177.0
11,11620,서울,201312,58.0,관악구,24.7,38.8,40.5,2013,12,KR-11,폐암,165.2
11,11650,서울,201312,57.0,서초구,24.7,37.6,39.0,2013,12,KR-11,폐암,168.9
11,11680,서울,201312,55.0,강남구,24.7,37.6,39.3,2013,12,KR-11,폐암,147.8
